PL_Code,Description,Mean_Monthly_Demand,Std_Deviation,CV,XYZ_Class
539800456903,FRAUSCHER make MSDAC Back Plane BP EXB 101-2-16TE-GS01-19957,0.0,0.0,,N/A
539800639499,LED Torch Light (Flashing Unit),0.6531,2.5376,3.8858,Z
539800699782,METAL 10MM CRIMPING TOOL,0.4762,1.6266,3.4158,Z
539801491121,Long reach socket 13mm,0.5952,1.8618,3.1278,Z
539801491133,Long reach socket 10mm,0.3333,1.391,4.1731,Z
539801491145,Long reach socket 11mm,0.0476,0.3086,6.4807,Z
539801491157,Long reach socket 12mm,0.0476,0.3086,6.4807,Z
539801491169,Stanley 1/4 inch Drive Metric Socket Set (37- Pieces) Model-STMT82672-0-12,0.0238,0.1543,6.4807,Z
539801568695,Power Supply Module for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,0.1795,0.5559,3.0972,Z
539801568713,SIRIUS Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013,0.3158,0.9893,3.1327,Z
539801568725,BLEA Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,0.2368,0.751,3.1709,Z
539802239713,25 mm Conduit PVC Pipe as per RDSO /SPN/217/2018 ver - 2 -D1 With accessories,30.5686,107.256,3.5087,Z
539802616569,19 inch 12U Rack,0.125,0.5,4.0,Z
539802616703,19 inch 24U Rack,0.0769,0.2774,3.6056,Z
539802804118,HDPE PIPE 110MM DIA 5.5 MM THICK,300.0377,622.7961,2.0757,Z
539802804167,HDPE PIPE O.D 40MM I.D 33MM,730.5,1502.9818,2.0575,Z
539802831377,STEU Card for MSDAC Siemens make as per RDSO Spec No. RDSO/SPN/176/2013 Ver 3.0 or latest,0.359,1.1582,3.2264,Z
539802851959,APPARUATUS CASE QUARTER SIZE,0.0,0.0,,N/A
539802852010,Apparatus Case Full GRS (Make 2MM stainless Steel),0.1163,0.5438,4.6764,Z
539802862386,HYLUM SHEET 6MM THICKNESS (8ft X 4ft),0.4815,1.1284,2.3436,Z
539802900879,Fuse Auto changeover system (FACS Main System) as per RDSO/SPN/209/2012 Ver 1.0 or latest type capab....,0.1176,0.4851,4.1231,Z
539804082797,COVER MS FOR C.T.BOX,0.0,0.0,,N/A
539804752183,OFC cable 24 fibre armoured as per RDSO specification no. IRS:TC:55/2006 Rev 1 with amendment no.3 ....,1236.56,3136.8921,2.5368,Z
539805021573,"24 port Giga Bit layer 2switch, 24 x 10/100/1000 BASE-T PoE ports ? 4 x 1G (minimum) SFP+ ports with....",0.0606,0.3482,5.7446,Z
539805046442,CRANK HANDLE GKP MAKE,0.1667,1.0946,6.5675,Z
539805046570,CRANK HANDLE FOR IRS POINT MACHINE,31.0638,149.9258,4.8264,Z
539805350052,ELECTRONIC TIMER RELAY 30 SECONDS,2.0577,8.2138,3.9918,Z
539805423687,DATA CABLE FOR TPWS,227.6296,684.7007,3.008,Z
539805423699,DATA TAIL CABLE FOR TPWS,3.5185,11.6809,3.3198,Z
539805423857,ACCESSORIES FOR LEU MODULE (PFSK & PIND CABLE) FOR TPWS,0.1,0.6325,6.3246,Z
539805423912,I/O Cables for TPWS,0.0625,0.3536,5.6569,Z
539805423924,EMI Filters for TPWS,0.0938,0.5303,5.6569,Z
539805714955,LED based stencil type route indicator (2Way) white LED (With Housing) as per the following specific....,0.5833,2.8577,4.899,Z
539805721194,Junction Type Route Indicator Unit 2 Way (FRP),1.25,2.5,2.0,Z
539805734220,Junction Type Route Indicator - 1 way,0.9474,1.3744,1.4508,Z
539805736252,Junction Type Route Indicator Unit 3 Way (FRP),1.25,2.5,2.0,Z
539805736331,Junction Type Route Indicator Unit 1 Way (FRP),0.0,0.0,,N/A
539805771483,FRP Shunt Signal unit,1.0,1.0,1.0,Y
539805825807,KRONE TOOL,0.0204,0.1429,7.0,Z
539805880508,(1) 3 POINT SAFETY NUT-22 Nos (2) SOCKET FOR 3 POINT SAFETY NUT-1 No (3) M20 X 100MM Sq.Hd BOLT-4 No....,0.625,2.5,4.0,Z
539805880545,Fastener Cover for Switch Extension Bracket LH & RH with M20 X 100 Blot with Castle Nut,17.8571,46.205,2.5875,Z
539806099363,Non-Metallic (FRP) Colour light signal housings for Railway signalling suitable for Two Aspect Compl....,0.7647,1.9858,2.5969,Z
539806099570,LED SIGNAL CURRENT REGULATOR,0.2083,1.4434,6.9282,Z
539809127060,CONTACT ASSEMBLY,2.2581,12.5724,5.5678,Z
539809943549,Battery cable 16 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 16 Sq.mm Black Cab....,1.3636,2.8381,2.0812,Z
539809943550,Battery cable 25 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 25 Sq.mm Black Cab....,1.3636,4.5227,3.3166,Z
539810160026,Fit & Forget Lead wire 5 Mtrs 4 mm dia,52.8846,169.2265,3.1999,Z
539810160051,Fit & Forget Lead wire 6 Mtrs 4 mm dia,65.0,306.9243,4.7219,Z
539810200024,FIT & FORGET LEAD WIRE 4 MTRS 4 MM DIA,78.8889,200.1525,2.5371,Z
539810200036,FIT & FORGET LEAD WIRE 3 MTR 4 MM DIA,96.0185,156.1276,1.626,Z
539810200048,FIT & FORGET LEAD WIRE 1.5 MTR 4 MM DIA,122.3889,339.4344,2.7734,Z
539810200050,FIT & FORGET BOND WIRE 2 MTRS 4MM DIA,62.4074,102.3355,1.6398,Z
539810200190,FIT & FORGET BOND WIRE 3 MTRS 4MM DIA,37.5,78.6503,2.0973,Z
539810221015,Jacketed wire Rope 3.6 Mtrs 6mm dia,49.5192,144.9721,2.9276,Z
539810410675,"Diagnostic Tool Kit - 1Leakage clamp meter of reputed make,1 Multimeter of reputed make,1 Android ta....",0.0,0.0,,N/A
539810611024,LAMP 12V/24W/24W,2.1277,14.5865,6.8557,Z
539810830056,Trunking and Capping as per Drg no. Proj/SG/MS/55A/2006,457.1429,1912.8084,4.1843,Z
539811049986,2 KVA AVR suitable for M/S Amararaja Make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3....,0.2821,0.7591,2.6914,Z
539811050022,SMPS based Integrated Power Supply(IPS) system for LC gate/Auto Hut as per RDSO Specification RDSO/S....,0.7708,1.3565,1.7597,Z
539811050046,SMPS Based IPS System up to 6 Lines in RE area with 200 AH VRLA Batteries with all accessories,0.0286,0.169,5.9161,Z
539811130029,FUSE ND 2 Amps,162.7778,285.503,1.7539,Z
539811150030,FUSE ND 1 AMPS,117.6471,314.9069,2.6767,Z
539811180021,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY RDSO SPECN....",0.0769,0.3341,4.3431,Z
539811180045,AFTC ABB LMU,0.1395,0.915,6.5574,Z
539811180057,AFTC ABB TX SIDE (LMU),0.3953,1.8405,4.6555,Z
539811180069,AFTC ABB TU SIDE (LMU),0.4186,1.9301,4.6108,Z
539811180070,"ABB AFTC Track Coupling Unit E"" Frequency",0.0233,0.1525,6.5574,Z
539811180082,"ABB AFTC Track Coupling Unit F"" Frequency",0.0233,0.1525,6.5574,Z
539811180094,"ABB AFTC Track Coupling Unit G"" Frequency",0.0233,0.1525,6.5574,Z
539811180100,"ABB AFTC Track Coupling Unit H"" Frequency",0.0233,0.1525,6.5574,Z
539811190026,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE B""FREQUENCY RDSO SPECN....",0.0769,0.4359,5.6672,Z
539811200020,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE C""FREQUENCY, RDSO SPEC....",0.0769,0.3341,4.3431,Z
539811210025,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE D""FREQUENCY, RDSO SPEC....",0.0769,0.3341,4.3431,Z
539811230103,RJI End Post Nylon 52Kgs,0.0,0.0,,N/A
539811230115,RJI End Post Nylon 90R,0.0,0.0,,N/A
539811281019,"AFTC Lead wire for the use from TU/TCU/ETU to rail connectivity, consist to long lead wire made of 5....",22.2,52.1442,2.3488,Z
539811550250,FRP Type Main Signal Unit 3 Aspect,1.4286,3.0915,2.164,Z
539811600022,Siemens Shorting Bond 2.5 Mtrs Long,0.2273,1.5076,6.6332,Z
539811710022,DTC-24 ALSTOM AFTC MODEM LF CARD,0.2222,0.9508,4.2786,Z
539812073467,UTP CAT 6 cable 23 AWG as per EIA/TIA-568-C.2 standard,0.0,0.0,,N/A
539812250020,Siemens Shorting Bond 4.5 Mtrs Long,0.2273,1.5076,6.6332,Z
539812290028,USB to OPTO CONVERTOR (24V) DATA LOGGER,0.0741,0.3849,5.1962,Z
539812480024,DTC-921 ALSTOM AFTC MODEM HF CARD,0.3333,1.6514,4.9543,Z
539812480036,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F1 Alstom Make.",0.0889,0.3582,4.0294,Z
539812480048,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F6 Alstom Make.",0.0889,0.4168,4.6892,Z
539812601022,Mainteners Head Lamp (LED),17.6122,41.2284,2.3409,Z
539812641044,ANNOUNCIATOR 12 WAY,0.0851,0.3508,4.1215,Z
539812690020,INSULATION FOR D BRACKET (Sets) NYLON,45.2778,122.7128,2.7102,Z
539812721052,Ni - Cad Power Pack for Magneto Telephone,0.9677,5.0298,5.1975,Z
539812840016,CHOKE B TYPE,33.8333,45.6218,1.3484,Z
539812900049,LED FOR ROAD WARNING RED,1.1429,3.9264,3.4356,Z
539812910020,LED SIGNAL ROAD WARNING YELLOW,0.2857,1.2247,4.2866,Z
539813440022,CABLE FAULT LOCATOR,0.1633,0.5533,3.3889,Z
539813440710,"Cable/Pipe Route, fault and marker locator",0.3462,0.7452,2.1529,Z
539813442018,GNSS based cable route tracer kit with receiver with built in mount for GNSS receiver suitable for d....,0.2,0.4472,2.2361,Z
539813960030,GRS APPARATUS CASE-RTU Type,0.5882,1.6754,2.8482,Z
539813960169,GRS Apparatus Case with Heat Resistant Paint,0.4074,1.2484,3.0642,Z
539814380288,"Operator VDU console consists of Industrial grade embedded fanless PC with 55 monitor (LED type, 4k ....",0.0882,0.3788,4.2931,Z
539814380586,Commercial Grade VDU of Size 55 inch- Full HD including Supply of Fanless Embedded Industrial Grade ....,0.0345,0.1857,5.3852,Z
539814382170,Commercial Grade Operator VDU of Size 55 inch- Full HD,1.6667,2.0656,1.2394,Z
539814460065,"Relay QNNA1 6F/2B, 24V DC.",0.5833,1.7299,2.9655,Z
539814460843,Relay QNNA1(4F-4B)With accessories,1.6667,4.0825,2.4495,Z
539816700018,TRANSFORMER RECTIFIER 110V/24/2A,1.7593,3.8063,2.1636,Z
539816761032,PVC Insulated Unsheathed Single Core Multi-strand Cable Copper conductor of size 7/1.4mm as per IRS:....,1.0,4.8022,4.8022,Z
539817320023,Siemens AFTC Frequency Selective Voltmeter,0.0769,0.5547,7.2111,Z
539817320060,Digital frequency selective Voltmeter suitable for measuring AFTC Parameter(TTM) ABB AFTC,0.1143,0.5298,4.6356,Z
539817430072,Processor card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),0.16,0.8,5.0,Z
539818371075,Stop Board/Sighting Board,0.5333,1.907,3.5757,Z
539818371191,Signal Number Plate with Clamp,0.25,1.0,4.0,Z
539819210180,MICROLOK II RACK,0.0,0.0,,N/A
539819621026,TRACK FEED RESISTANCE CIRCULAR 0-15 OHMS,7.3585,26.8114,3.6436,Z
539820420082,Galvanically isolated voltage transducers or voltage sensor or voltage sensing channel with high imp....,0.0,0.0,,N/A
539820831033,HEATING ELEMENT FOR DISTILLED WATER PLANT 230V/1000W KETTLE TYPE,8.8,13.8652,1.5756,Z
539820860021,RCC CABLE MARKERS AS PER DRAWING No.CSTE/CN/OFC/1,5.4906,23.231,4.2311,Z
539820890037,Crank Horizontal of Sizes,0.0,0.0,,N/A
539820980087,Nylon Rain Coat shirt with cap and pant,1.25,3.8794,3.1035,Z
539820980099,"Polyester Rain coat with Cap, Pant and Reflective tape",36.8611,160.0962,4.3432,Z
539821090016,Thermo Shrink Cable Joint Kit for Quad Cable,1.34,3.9311,2.9336,Z
539821091100,Thermo Shrinkable Cable Joint Kit for  6 Quad Cable,17.9667,33.9254,1.8882,Z
539821091215,Thermoshrink Jointing Kit for Underground PIJF Cable (TSF-2) As Per RDSO Specn No.RDSO/SPN/TC/57/ 20....,1.3889,3.616,2.6035,Z
539821910020,L Bracket Insulation (Sets) Nylon,84.0851,186.1993,2.2144,Z
539822000011,RAIL DEFLECTOR ASSEMBLY WITH HARDWARE,0.0,0.0,,N/A
539823791010,RELAY BASED EMERGENCY PANEL,0.6667,1.1547,1.7321,Z
539825241013,GI pipe 100 mm dia 4.5mm thick,274.1111,461.682,1.6843,Z
539825611059,C Marker Board With Clamp,0.0645,0.3592,5.5678,Z
539825640023,Fencing For Location Boxes,5.4902,16.8883,3.0761,Z
539825640047,Fencing arrangement for GRS Apparatus case (WS PTJ/PER Make),5.5789,9.7721,1.7516,Z
539825701012,LADDER SHOE,3.6852,9.9144,2.6903,Z
539827130024,Platform for CLS Ladder,0.1852,0.675,3.645,Z
539827750105,FIT & FORGET BOND WIRE 4 MTRS 4MM DIA,32.3529,55.2867,1.7089,Z
539827750129,FIT & FORGET BOND WIRE 5 MTRS 4MM DIA,3.3333,12.9099,3.873,Z
539828400035,Pedastal Cotter Pin for  LB Gate,1.0,4.7078,4.7078,Z
539829410012,CEL MSDAC Reset panel,0.0,0.0,,N/A
539829420029,CEL MSDAC Central Evaluator Rack,0.0,0.0,,N/A
539829430011,CEL MSDAC Field unit,0.0,0.0,,N/A
539829440028,CEL MSDAC Center Evaluator unit,0.0,0.0,,N/A
539829480026,Supply of Transmitter Coil (Tx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make.,2.0,4.4721,2.2361,Z
539829480038,Supply of Receiver Coil (Rx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make as per RDSO Spec. ....,2.0,4.4721,2.2361,Z
539829490019,CEL MSDAC PDCU,0.0,0.0,,N/A
539829500013,CEL MSDAC Power supply card,0.0,0.0,,N/A
539829520024,CEL MSDAC Surge arrestor protection devices (SPD),0.0,0.0,,N/A
539829580021,110V DC Motor with Gear Box IP 67 Type 160V AC Immunity for Electric Point Machine (IRS Type) and as....,1.0,6.5358,6.5358,Z
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,0.8276,2.8544,3.4491,Z
539829590180,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM STATCON MAKE,0.6341,1.714,2.7029,Z
539829900088,FRONT END PROCESSOR ( FEP ),0.0417,0.2887,6.9282,Z
539830190012,CEL MSDAC RX Coil 15 Metre,0.0,0.0,,N/A
539830200017,CEL MSDAC TX Coil 15 Metre,0.0,0.0,,N/A
539830210011,CEL MSDAC Line Verification box,0.0,0.0,,N/A
539830680131,MSDAC Siemens Make Station Master Room Card (SMR),20.0,0.0,0.0,X
539830920026,Siemens make AFTC Tuning unit D 10 - B 20 for F5 Frequency as per RDSO specification no. RDSO/SPN/14....,0.1667,0.795,4.7702,Z
539830920038,Siemens make AFTC Tuning unit D 10 - B 24 for F8 Frequency as per RDSO specification no. RDSO/SPN/14....,0.1481,0.5287,3.5687,Z
539830920040,Siemens make AFTC Tuning unit D 13 - B 23 for F9 Frequency as per RDSO specification no. RDSO/SPN/14....,0.1481,0.6843,4.6187,Z
539830920051,Siemens make AFTC Tuning unit D 14 - B 9 for F9 Frequency as per RDSO specification no. RDSO/SPN/146....,0.2308,0.7104,3.0782,Z
539830920063,Siemens make AFTC Tuning unit D 13 - B 10 for F10 Frequency as per RDSO specification no. RDSO/SPN/1....,0.1154,0.4272,3.7024,Z
539830920075,Siemens make AFTC Tuning unit D 10 - B 23 for F7 Frequency as per RDSO specification no. RDSO/SPN/14....,0.1481,0.5287,3.5687,Z
539830920087,Siemens make AFTC Tuning unit D 13 - B 29 for F12 Frequency as per RDSO specification no. RDSO/SPN/1....,0.1481,0.5633,3.802,Z
539830920117,"Tuning Unit D13-B12, F-12 Frequency for SIEMENS make Audio Frequency Track Circuit AFTC as per RDSO ....",0.1633,0.6566,4.0217,Z
539831440097,L-K7C Subrack with motherboard for Kyosan make EI,0.0323,0.1796,5.5678,Z
539831871011,WiFi Router,0.0606,0.3482,5.7446,Z
539834880023,"Alstom S"" Bond 26.7 Mtrs Long",0.3137,0.9053,2.8857,Z
539834880035,"Alstom S"" Bond 28 Mtrs Long",0.5,1.9852,3.9705,Z
539834880047,"Alstom S"" Bond 29.1 Mtrs Long",0.6154,1.6228,2.6371,Z
539834880059,"Alstom S"" Bond 30.5 Mtrs Long",0.5769,1.7751,3.0768,Z
539834880084,Siemens Alpha Bond 18 Mtrs,0.3019,1.5515,5.1393,Z
539834880096,"Siemens S"" Bond 11 Mtrs",0.3077,1.0008,3.2525,Z
539834880102,"Siemens S"" Bond 16 Mtrs",1.6981,2.4462,1.4406,Z
539834880114,Siemens AFTC Tuning Unit - TX (F11) D14- B11,0.0238,0.1543,6.4807,Z
539834880138,Siemens AFTC Equipotential Bond 21.5 Mtrs,0.3056,1.6702,5.4662,Z
539835220092,Calling on Signal Unit,1.0588,2.5339,2.3931,Z
539835220262,Calling on Signal Unit,3.1304,4.5856,1.4648,Z
539835790029,ALSTOM AFTC Short Circuit Bond 2.1 Mtrs,0.6061,3.4816,5.7446,Z
539836000026,Retro reflective Arrow Marker,13.7931,35.2029,2.5522,Z
539836000038,Retro Reflective P Marker,1.5517,4.8814,3.1458,Z
539836000040,Retro Reflective G Marker,3.6207,7.975,2.2026,Z
539836000051,Retro Reflective C marker,7.4138,20.2987,2.738,Z
539836410034,EPOXY GEL COAT RED,23.0556,44.067,1.9113,Z
539836631014,Metravi 4 digit Backlit LCD Hand Held True Rms Clamp Meter,4.6122,21.2081,4.5982,Z
539836631099,Digital AC/DC clamp meter capable of measuring low currents in mA range as well as high current upto....,0.5172,1.2711,2.4575,Z
539837611023,Electronic Gate Warning Bell 12V DC/110V AC,0.3846,2.7735,7.2111,Z
539838080025,DIGITAL  EARTH RESISTANCE TESTER,0.6667,2.0466,3.0699,Z
539838080062,Digital Clamp on Ground Resistance Tester with Leakage Current Measurement,2.25,6.9905,3.1069,Z
539839010020,EMPTY CABLE DRUM,0.6087,3.3432,5.4924,Z
539841501071,FUSE RESETTABLE (PPTC) 4 AMPS,36.1702,65.6921,1.8162,Z
539841501083,FUSE RESETTABLE (PPTC) 6 AMPS,4.2553,18.9673,4.4573,Z
539843690030,Control Panel for Station,0.0385,0.1961,5.099,Z
539844210026,CT Box Sheet Iron MS,18.9057,18.2095,0.9632,Y
539844530070,Bridge Clamp Assembly (Galvanized),7.1765,21.4242,2.9853,Z
539844530094,MS clamp with GI coated - a) Angle 75x75x6x980 mm length b) Angle 50x50x6x350 mm - 2 Nos c) 25x25x6 ....,29.4118,121.2678,4.1231,Z
539845930018,Rod Roller Segment Arrangement,0.15,0.9487,6.3246,Z
539847770031,SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,1.0303,3.9724,3.8556,Z
539847770043,SC TYPE Rack/Wall mountable 48F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,0.2353,0.9701,4.1231,Z
539848730089,IPS/Charger Failure SMS Alert System,0.4792,1.8905,3.9454,Z
539849150019,EWS LOCK (1 KEY FOR 10 LOCKS),38.5185,85.1779,2.2113,Z
539849380013,TAPPER PIN FOR AFTC 12MM,165.6852,351.4617,2.1213,Z
539849380025,AFTC S.S TAPPER PIN 18MM,63.8776,292.3526,4.5768,Z
539849560064,ABB AFTC LONG LEAD CABLE,0.02,0.1414,7.0711,Z
539849560076,ABB AFTC SHORT LEAD CABLE,0.02,0.1414,7.0711,Z
539849580026,ARROW INDICATOR,0.3462,1.4537,4.1995,Z
539849980028,BATTERY CHARGER 230V/60V/10A,0.0541,0.3288,6.0828,Z
539850100016,EXIDE 12 Volt Volt Lead Acid Battery,9.3182,25.3834,2.7241,Z
539850510024,FUSE HRC 50 AMPS (BOLTED TYPE),8.0,31.0864,3.8858,Z
539850730012,Mushroom box.,0.0,0.0,,N/A
539850790021,LEVER LOCK CUM CIRCUIT CONTROLLER,0.0,0.0,,N/A
539851050021,Octaganal Boom for EOLB Gaate (MFT Make),0.3704,0.8752,2.3629,Z
539851110029,Fuse block (without ND Fuse) PBT as RDSO specn. No. IRS:S-75/2006(Rev. 2) drg No. SA-23748 (Alt. 4).,101.7778,163.0421,1.6019,Z
539851170051,FUSE KE 10 AMPS,36.9388,125.5522,3.3989,Z
539851170063,FUSE KE 32 AMPS (NON BOLTED TYPE),2.2222,7.1814,3.2316,Z
539851240030,FUSE KE 2 AMPS,46.875,131.1513,2.7979,Z
539851240041,FUSE KE 4 AMPS,36.7778,121.4176,3.3014,Z
539851240053,FUSE KE 6 AMPS,1.6327,6.2406,3.8224,Z
539852990062,"EOLB GATE COMPLETE SET (Consisting of Pedestal, Meeting post, Boom, Control panel and Counter weight....",0.0889,0.3582,4.0294,Z
539853160036,FUSE HRC 36 AMPS (BOLTED TYPE),4.8649,23.4072,4.8115,Z
539859090172,Loop Card for Fire Alarm make Notofire,0.2,0.4472,2.2361,Z
539859140047,"Dial type Gram Tension Gauge, Range 50 To 500 gram.",1.7111,4.775,2.7906,Z
539860410051,LAMP 12V/1.2W,17.0213,81.6119,4.7947,Z
539861490030,Supply and installation of Earth leakage detector as per RDSO/SPN/256/2002 or latest with 6 digit co....,0.1714,0.857,4.9992,Z
539863160010,ANNOUNCIATOR 10 WAY,0.3922,0.8504,2.1685,Z
539863330029,SLEEVES FOR PSC SLEEPER,0.9615,6.9338,7.2111,Z
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,5.3396,16.4351,3.078,Z
539864160028,"VRLA batteries 24V (2V X 12 no.of cells), 120 Ah, stackable single cell type with suitable housing t....",0.6604,2.1117,3.1977,Z
539867190019,Roller tressel 2 Way/4Way,0.1,0.6325,6.3246,Z
539868680020,Moxa Switch EDS -408A-SS-SC-TV2.1.1 Ansaldo,1.0,4.1284,4.1284,Z
539868860021,"Alstom S"" Bond 24.2 Mtrs Long",0.25,1.296,5.1838,Z
539869590130,1 KVA Online UPS with Battery,0.1176,0.4851,4.1231,Z
539870270020,Insulation for Rod joint,0.0,0.0,,N/A
539873330026,TRANSFORMER 1:1 110V/110V/2KVA,0.0213,0.1459,6.8557,Z
539874800040,Insulation Bushes for GI Plate,0.0,0.0,,N/A
539874910026,Joint Screw 1 1/4 D.E,0.125,0.7906,6.3246,Z
539875640092,Datalogger with 512 Digital input and 32 Analog input as per  RDSO specification no.IRS:S-99/2006 Am....,0.1818,0.3917,2.1542,Z
539880100195,MCOM(Part no.H001M214) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,0.7778,2.3333,3.0,Z
539880100201,Air-Termination System (External Lightning Protection Class-A) and Earthing & Bonding for MSDAC Hut-....,0.125,0.3536,2.8284,Z
539880410093,Modular Terminal Block of 2.5 sqmm 2IN 2OUT Type Disconnect type,200.5,428.8144,2.1387,Z
539881210026,BOLT MS FOUNDATION 1 X 36,0.25,1.5811,6.3246,Z
539881380023,SIEMENS AFTC TUNING UNIT STAND,0.0,0.0,,N/A
539882000027,Silane siloxine Alithatic Urethane resin Blend solvent Based high technology Membrane Radiant Heat r....,2.1,9.2632,4.411,Z
539882500050,RTU 64 DIGITAL INPUT WITH OUT BATTERIES,0.05,0.2207,4.4144,Z
539882810086,48 PIN FEMALE CONNECTOR,0.0,0.0,,N/A
539882840017,48 PIN FEMALE CRIMP CONTACT,0.0,0.0,,N/A
539883710233,EI Main Rack for Kyosan make,0.0333,0.1826,5.4772,Z
539883710245,Relay Rack for EI,0.2,0.8052,4.0258,Z
539883712230,Kyosan L-K6DM Subrack with Mother Board,0.2,0.4472,2.2361,Z
539883712242,Kyosan EI CPU card  FS4D,0.6,1.3416,2.2361,Z
539884870153,Fonzel Almirah Steel Shelving cabinets,0.2083,1.0206,4.899,Z
539885010196,Digital Interface card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt....,0.1154,0.4315,3.7393,Z
539885010214,GDT card suitable for M/s Efftronics make Data logger system as per Spec: IRS:S-99/2006 (Amdt-3),0.12,0.6,5.0,Z
539885010354,"UFSBI(Full set with all Accessories , 4 relays& 2 rest Box )",0.6154,2.2188,3.6056,Z
539889350020,SM key for MSDAC,0.04,0.1979,4.9487,Z
539891040040,Lever frame Ground of sizes 1/2/4 way,0.0,0.0,,N/A
539892130229,Tool Kit for installation and Maintenance of MSDAC as per OEM requirement comprising of   2) True RM....,0.087,0.417,4.7958,Z
539894420030,SIEMENS AFTC FTGS 917ST COMPLET SET,0.0233,0.1525,6.5574,Z
539896210050,RJI Complete Set 90R,0.0,0.0,,N/A
539896390039,Supply of PVC indoor cable 1x24x1 mm dia having colour coding of insulation of inner core shall be s....,56.0,191.862,3.4261,Z
539896550020,DC-DC convertor Module 24-32V 10AMPS,0.5238,1.6999,3.2453,Z
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,12.4167,22.1299,1.7823,Z
539896830106,Safety Fuse Terminal Block with IP67 Enclosure for 8 Channel ELD Specifications of Terminal Fuse Blo....,2.9333,10.3921,3.5428,Z
539897071045,"High Density Polyethylene Pipes (HDPE) of 110mm outer dia, 10mm wall thickness as per specification....",372.2222,668.5971,1.7962,Z
539897071501,"Half-cut DWC pipe 250/217 mm as per Drawing No. SK.9/11, IS Specification No. 14930 (Part II)",10.0,17.3205,1.7321,Z
539897500850,GI pipe 80mm conforming to IS:1239 heavy class with coupler,12.6316,37.8362,2.9954,Z
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),2.1739,3.713,1.708,Z
539898370044,Electrical Operating Lifting Barrier Gate With Operating Panel Consisting of Boom Assembly (9.76 Mtr....,2.3333,2.1602,0.9258,Y
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,2.7647,11.8962,4.3029,Z
542120120050,Adjustable Straight Crank as per RDSO Drg. No. S 3417/M,0.3571,1.8898,5.2915,Z
542218881207,ELB ALUMINIUM TOP BOOM,0.125,0.5633,4.5064,Z
542223081118,"Lifting Barrier Gate 8.5 Mtrs (Consisting of Pedestal Assembly, Meeting Post Assembly and Boom Assem....",0.2444,0.6089,2.4908,Z
542223081155,": Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post A....",0.0,0.0,,N/A
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",2.3793,3.9768,1.6714,Z
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT.1 AND TO ....,0.08,0.3405,4.2558,Z
542620470036,Galvenised Colour Light Signal Pole 140mm dia 4.6mtrs,3.9808,6.4092,1.61,Z
542620470048,Galvenised Colour Light Signal Pole 140mm dia 3.6mtrs,1.5385,7.453,4.8445,Z
542620470127,Galvanized Colour Light Signal Pole 140mm dia 3.6mtrs,2.1316,3.6404,1.7078,Z
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),2.9615,5.9704,2.016,Z
543100020163,Surface base to suit CLS Signal pole 140MM dia,6.8704,13.1709,1.9171,Z
