PL_Code,Description,Months_Observed,Total_Issues,Average_Monthly_Demand,Std_Deviation,CV
539810221015,Jacketed wire Rope 3.6 Mtrs 6mm dia,52,2575.0,49.5192,144.9721,2.9276
539810410675,"Diagnostic Tool Kit - 1Leakage clamp meter of reputed make,1 Multimeter of reputed make,1 Android ta....",4,0.0,0.0,0.0,
539810611024,LAMP 12V/24W/24W,47,100.0,2.1277,14.5865,6.8557
539810830056,Trunking and Capping as per Drg no. Proj/SG/MS/55A/2006,28,12800.0,457.1429,1912.8084,4.1843
539811049986,2 KVA AVR suitable for M/S Amararaja Make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3....,39,11.0,0.2821,0.7591,2.6914
539811050022,SMPS based Integrated Power Supply(IPS) system for LC gate/Auto Hut as per RDSO Specification RDSO/S....,48,37.0,0.7708,1.3565,1.7597
539811050046,SMPS Based IPS System up to 6 Lines in RE area with 200 AH VRLA Batteries with all accessories,35,1.0,0.0286,0.169,5.9161
539811130029,FUSE ND 2 Amps,54,8790.0,162.7778,285.503,1.7539
539811150030,FUSE ND 1 AMPS,51,6000.0,117.6471,314.9069,2.6767
539811180021,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY RDSO SPECN....",52,4.0,0.0769,0.3341,4.3431
539811180045,AFTC ABB LMU,43,6.0,0.1395,0.915,6.5574
539811180057,AFTC ABB TX SIDE (LMU),43,17.0,0.3953,1.8405,4.6555
539811180069,AFTC ABB TU SIDE (LMU),43,18.0,0.4186,1.9301,4.6108
539811180070,"ABB AFTC Track Coupling Unit E"" Frequency",43,1.0,0.0233,0.1525,6.5574
539811180082,"ABB AFTC Track Coupling Unit F"" Frequency",43,1.0,0.0233,0.1525,6.5574
539811180094,"ABB AFTC Track Coupling Unit G"" Frequency",43,1.0,0.0233,0.1525,6.5574
539811180100,"ABB AFTC Track Coupling Unit H"" Frequency",43,1.0,0.0233,0.1525,6.5574
539811190026,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE B""FREQUENCY RDSO SPECN....",52,4.0,0.0769,0.4359,5.6672
539811200020,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE C""FREQUENCY, RDSO SPEC....",52,4.0,0.0769,0.3341,4.3431
539811210025,"AUDIO FREQUENCY TRACK CIRCUIT END TERMINAL UNIT (Style T1 21) BOMBARDIER MAKE D""FREQUENCY, RDSO SPEC....",52,4.0,0.0769,0.3341,4.3431
539811230103,RJI End Post Nylon 52Kgs,12,0.0,0.0,0.0,
539811230115,RJI End Post Nylon 90R,12,0.0,0.0,0.0,
539811281019,"AFTC Lead wire for the use from TU/TCU/ETU to rail connectivity, consist to long lead wire made of 5....",50,1110.0,22.2,52.1442,2.3488
539811550250,FRP Type Main Signal Unit 3 Aspect,21,30.0,1.4286,3.0915,2.164
539811600022,Siemens Shorting Bond 2.5 Mtrs Long,44,10.0,0.2273,1.5076,6.6332
539811710022,DTC-24 ALSTOM AFTC MODEM LF CARD,45,10.0,0.2222,0.9508,4.2786
539812073467,UTP CAT 6 cable 23 AWG as per EIA/TIA-568-C.2 standard,5,0.0,0.0,0.0,
539812250020,Siemens Shorting Bond 4.5 Mtrs Long,44,10.0,0.2273,1.5076,6.6332
539812290028,USB to OPTO CONVERTOR (24V) DATA LOGGER,27,2.0,0.0741,0.3849,5.1962
539812480024,DTC-921 ALSTOM AFTC MODEM HF CARD,45,15.0,0.3333,1.6514,4.9543
539812480036,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F1 Alstom Make.",45,4.0,0.0889,0.3582,4.0294
539812480048,"TX-RX Module for Digicode DTC 24 AFTC Module, Frequency F6 Alstom Make.",45,4.0,0.0889,0.4168,4.6892
539812601022,Mainteners Head Lamp (LED),49,863.0,17.6122,41.2284,2.3409
539812641044,ANNOUNCIATOR 12 WAY,47,4.0,0.0851,0.3508,4.1215
539812690020,INSULATION FOR D BRACKET (Sets) NYLON,54,2445.0,45.2778,122.7128,2.7102
539812721052,Ni - Cad Power Pack for Magneto Telephone,31,30.0,0.9677,5.0298,5.1975
539812840016,CHOKE B TYPE,54,1827.0,33.8333,45.6218,1.3484
539812900049,LED FOR ROAD WARNING RED,49,56.0,1.1429,3.9264,3.4356
539812910020,LED SIGNAL ROAD WARNING YELLOW,49,14.0,0.2857,1.2247,4.2866
539813440022,CABLE FAULT LOCATOR,49,8.0,0.1633,0.5533,3.3889
539813440710,"Cable/Pipe Route, fault and marker locator",26,9.0,0.3462,0.7452,2.1529
539813442018,GNSS based cable route tracer kit with receiver with built in mount for GNSS receiver suitable for d....,5,1.0,0.2,0.4472,2.2361
539813960030,GRS APPARATUS CASE-RTU Type,51,30.0,0.5882,1.6754,2.8482
539813960169,GRS Apparatus Case with Heat Resistant Paint,27,11.0,0.4074,1.2484,3.0642
539814380288,"Operator VDU console consists of Industrial grade embedded fanless PC with 55 monitor (LED type, 4k ....",34,3.0,0.0882,0.3788,4.2931
539814380586,Commercial Grade VDU of Size 55 inch- Full HD including Supply of Fanless Embedded Industrial Grade ....,29,1.0,0.0345,0.1857,5.3852
539814382170,Commercial Grade Operator VDU of Size 55 inch- Full HD,6,10.0,1.6667,2.0656,1.2394
539814460065,"Relay QNNA1 6F/2B, 24V DC.",12,7.0,0.5833,1.7299,2.9655
539814460843,Relay QNNA1(4F-4B)With accessories,6,10.0,1.6667,4.0825,2.4495
539816700018,TRANSFORMER RECTIFIER 110V/24/2A,54,95.0,1.7593,3.8063,2.1636
539816761032,PVC Insulated Unsheathed Single Core Multi-strand Cable Copper conductor of size 7/1.4mm as per IRS:....,50,50.0,1.0,4.8022,4.8022
539817320023,Siemens AFTC Frequency Selective Voltmeter,52,4.0,0.0769,0.5547,7.2111
539817320060,Digital frequency selective Voltmeter suitable for measuring AFTC Parameter(TTM) ABB AFTC,35,4.0,0.1143,0.5298,4.6356
539817430072,Processor card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),25,4.0,0.16,0.8,5.0
539818371075,Stop Board/Sighting Board,30,16.0,0.5333,1.907,3.5757
539818371191,Signal Number Plate with Clamp,16,4.0,0.25,1.0,4.0
539819210180,MICROLOK II RACK,4,0.0,0.0,0.0,
539819621026,TRACK FEED RESISTANCE CIRCULAR 0-15 OHMS,53,390.0,7.3585,26.8114,3.6436
539820420082,Galvanically isolated voltage transducers or voltage sensor or voltage sensing channel with high imp....,4,0.0,0.0,0.0,
539820831033,HEATING ELEMENT FOR DISTILLED WATER PLANT 230V/1000W KETTLE TYPE,50,440.0,8.8,13.8652,1.5756
539820860021,RCC CABLE MARKERS AS PER DRAWING No.CSTE/CN/OFC/1,53,291.0,5.4906,23.231,4.2311
539820890037,Crank Horizontal of Sizes,40,0.0,0.0,0.0,
539820980087,Nylon Rain Coat shirt with cap and pant,36,45.0,1.25,3.8794,3.1035
539820980099,"Polyester Rain coat with Cap, Pant and Reflective tape",36,1327.0,36.8611,160.0962,4.3432
539821090016,Thermo Shrink Cable Joint Kit for Quad Cable,50,67.0,1.34,3.9311,2.9336
539821091100,Thermo Shrinkable Cable Joint Kit for  6 Quad Cable,30,539.0,17.9667,33.9254,1.8882
539821091215,Thermoshrink Jointing Kit for Underground PIJF Cable (TSF-2) As Per RDSO Specn No.RDSO/SPN/TC/57/ 20....,18,25.0,1.3889,3.616,2.6035
539821910020,L Bracket Insulation (Sets) Nylon,47,3952.0,84.0851,186.1993,2.2144
539822000011,RAIL DEFLECTOR ASSEMBLY WITH HARDWARE,28,0.0,0.0,0.0,
539823791010,RELAY BASED EMERGENCY PANEL,3,2.0,0.6667,1.1547,1.7321
539825241013,GI pipe 100 mm dia 4.5mm thick,54,14802.0,274.1111,461.682,1.6843
539825611059,C Marker Board With Clamp,31,2.0,0.0645,0.3592,5.5678
539825640023,Fencing For Location Boxes,51,280.0,5.4902,16.8883,3.0761
539825640047,Fencing arrangement for GRS Apparatus case (WS PTJ/PER Make),38,212.0,5.5789,9.7721,1.7516
539825701012,LADDER SHOE,54,199.0,3.6852,9.9144,2.6903
539827130024,Platform for CLS Ladder,54,10.0,0.1852,0.675,3.645
539827750105,FIT & FORGET BOND WIRE 4 MTRS 4MM DIA,17,550.0,32.3529,55.2867,1.7089
539827750129,FIT & FORGET BOND WIRE 5 MTRS 4MM DIA,15,50.0,3.3333,12.9099,3.873
539828400035,Pedastal Cotter Pin for  LB Gate,50,50.0,1.0,4.7078,4.7078
539829410012,CEL MSDAC Reset panel,28,0.0,0.0,0.0,
539829420029,CEL MSDAC Central Evaluator Rack,28,0.0,0.0,0.0,
539829430011,CEL MSDAC Field unit,28,0.0,0.0,0.0,
539829440028,CEL MSDAC Center Evaluator unit,28,0.0,0.0,0.0,
539829480026,Supply of Transmitter Coil (Tx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make.,13,26.0,2.0,4.4721,2.2361
539829480038,Supply of Receiver Coil (Rx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make as per RDSO Spec. ....,13,26.0,2.0,4.4721,2.2361
539829490019,CEL MSDAC PDCU,28,0.0,0.0,0.0,
539829500013,CEL MSDAC Power supply card,28,0.0,0.0,0.0,
539829520024,CEL MSDAC Surge arrestor protection devices (SPD),28,0.0,0.0,0.0,
539829580021,110V DC Motor with Gear Box IP 67 Type 160V AC Immunity for Electric Point Machine (IRS Type) and as....,54,54.0,1.0,6.5358,6.5358
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,29,24.0,0.8276,2.8544,3.4491
539829590180,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM STATCON MAKE,41,26.0,0.6341,1.714,2.7029
539829900088,FRONT END PROCESSOR ( FEP ),48,2.0,0.0417,0.2887,6.9282
539830190012,CEL MSDAC RX Coil 15 Metre,28,0.0,0.0,0.0,
539830200017,CEL MSDAC TX Coil 15 Metre,28,0.0,0.0,0.0,
539830210011,CEL MSDAC Line Verification box,28,0.0,0.0,0.0,
539830680131,MSDAC Siemens Make Station Master Room Card (SMR),1,20.0,20.0,0.0,0.0
539830920026,Siemens make AFTC Tuning unit D 10 - B 20 for F5 Frequency as per RDSO specification no. RDSO/SPN/14....,54,9.0,0.1667,0.795,4.7702
539830920038,Siemens make AFTC Tuning unit D 10 - B 24 for F8 Frequency as per RDSO specification no. RDSO/SPN/14....,54,8.0,0.1481,0.5287,3.5687
539830920040,Siemens make AFTC Tuning unit D 13 - B 23 for F9 Frequency as per RDSO specification no. RDSO/SPN/14....,54,8.0,0.1481,0.6843,4.6187
539830920051,Siemens make AFTC Tuning unit D 14 - B 9 for F9 Frequency as per RDSO specification no. RDSO/SPN/146....,26,6.0,0.2308,0.7104,3.0782
539830920063,Siemens make AFTC Tuning unit D 13 - B 10 for F10 Frequency as per RDSO specification no. RDSO/SPN/1....,52,6.0,0.1154,0.4272,3.7024
539830920075,Siemens make AFTC Tuning unit D 10 - B 23 for F7 Frequency as per RDSO specification no. RDSO/SPN/14....,54,8.0,0.1481,0.5287,3.5687
539830920087,Siemens make AFTC Tuning unit D 13 - B 29 for F12 Frequency as per RDSO specification no. RDSO/SPN/1....,54,8.0,0.1481,0.5633,3.802
539830920117,"Tuning Unit D13-B12, F-12 Frequency for SIEMENS make Audio Frequency Track Circuit AFTC as per RDSO ....",49,8.0,0.1633,0.6566,4.0217
539831440097,L-K7C Subrack with motherboard for Kyosan make EI,31,1.0,0.0323,0.1796,5.5678
539831871011,WiFi Router,33,2.0,0.0606,0.3482,5.7446
539834880023,"Alstom S"" Bond 26.7 Mtrs Long",51,16.0,0.3137,0.9053,2.8857
539834880035,"Alstom S"" Bond 28 Mtrs Long",52,26.0,0.5,1.9852,3.9705
539834880047,"Alstom S"" Bond 29.1 Mtrs Long",52,32.0,0.6154,1.6228,2.6371
539834880059,"Alstom S"" Bond 30.5 Mtrs Long",52,30.0,0.5769,1.7751,3.0768
539834880084,Siemens Alpha Bond 18 Mtrs,53,16.0,0.3019,1.5515,5.1393
539834880096,"Siemens S"" Bond 11 Mtrs",52,16.0,0.3077,1.0008,3.2525
539834880102,"Siemens S"" Bond 16 Mtrs",53,90.0,1.6981,2.4462,1.4406
539834880114,Siemens AFTC Tuning Unit - TX (F11) D14- B11,42,1.0,0.0238,0.1543,6.4807
539834880138,Siemens AFTC Equipotential Bond 21.5 Mtrs,36,11.0,0.3056,1.6702,5.4662
539835220092,Calling on Signal Unit,34,36.0,1.0588,2.5339,2.3931
539835220262,Calling on Signal Unit,23,72.0,3.1304,4.5856,1.4648
539835790029,ALSTOM AFTC Short Circuit Bond 2.1 Mtrs,33,20.0,0.6061,3.4816,5.7446
539836000026,Retro reflective Arrow Marker,29,400.0,13.7931,35.2029,2.5522
539836000038,Retro Reflective P Marker,29,45.0,1.5517,4.8814,3.1458
539836000040,Retro Reflective G Marker,29,105.0,3.6207,7.975,2.2026
539836000051,Retro Reflective C marker,29,215.0,7.4138,20.2987,2.738
539836410034,EPOXY GEL COAT RED,54,1245.0,23.0556,44.067,1.9113
539836631014,Metravi 4 digit Backlit LCD Hand Held True Rms Clamp Meter,49,226.0,4.6122,21.2081,4.5982
539836631099,Digital AC/DC clamp meter capable of measuring low currents in mA range as well as high current upto....,29,15.0,0.5172,1.2711,2.4575
539837611023,Electronic Gate Warning Bell 12V DC/110V AC,52,20.0,0.3846,2.7735,7.2111
539838080025,DIGITAL  EARTH RESISTANCE TESTER,54,36.0,0.6667,2.0466,3.0699
539838080062,Digital Clamp on Ground Resistance Tester with Leakage Current Measurement,16,36.0,2.25,6.9905,3.1069
539839010020,EMPTY CABLE DRUM,46,28.0,0.6087,3.3432,5.4924
539841501071,FUSE RESETTABLE (PPTC) 4 AMPS,47,1700.0,36.1702,65.6921,1.8162
539841501083,FUSE RESETTABLE (PPTC) 6 AMPS,47,200.0,4.2553,18.9673,4.4573
539843690030,Control Panel for Station,26,1.0,0.0385,0.1961,5.099
539844210026,CT Box Sheet Iron MS,53,1002.0,18.9057,18.2095,0.9632
539844530070,Bridge Clamp Assembly (Galvanized),34,244.0,7.1765,21.4242,2.9853
539844530094,MS clamp with GI coated - a) Angle 75x75x6x980 mm length b) Angle 50x50x6x350 mm - 2 Nos c) 25x25x6 ....,17,500.0,29.4118,121.2678,4.1231
539845930018,Rod Roller Segment Arrangement,40,6.0,0.15,0.9487,6.3246
539847770031,SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,33,34.0,1.0303,3.9724,3.8556
539847770043,SC TYPE Rack/Wall mountable 48F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,17,4.0,0.2353,0.9701,4.1231
539848730089,IPS/Charger Failure SMS Alert System,48,23.0,0.4792,1.8905,3.9454
539849150019,EWS LOCK (1 KEY FOR 10 LOCKS),54,2080.0,38.5185,85.1779,2.2113
539849380013,TAPPER PIN FOR AFTC 12MM,54,8947.0,165.6852,351.4617,2.1213
539849380025,AFTC S.S TAPPER PIN 18MM,49,3130.0,63.8776,292.3526,4.5768
539849560064,ABB AFTC LONG LEAD CABLE,50,1.0,0.02,0.1414,7.0711
539849560076,ABB AFTC SHORT LEAD CABLE,50,1.0,0.02,0.1414,7.0711
539849580026,ARROW INDICATOR,52,18.0,0.3462,1.4537,4.1995
539849980028,BATTERY CHARGER 230V/60V/10A,37,2.0,0.0541,0.3288,6.0828
539850100016,EXIDE 12 Volt Volt Lead Acid Battery,44,410.0,9.3182,25.3834,2.7241
539850510024,FUSE HRC 50 AMPS (BOLTED TYPE),45,360.0,8.0,31.0864,3.8858
539850730012,Mushroom box.,28,0.0,0.0,0.0,
539850790021,LEVER LOCK CUM CIRCUIT CONTROLLER,48,0.0,0.0,0.0,
539851050021,Octaganal Boom for EOLB Gaate (MFT Make),54,20.0,0.3704,0.8752,2.3629
539851110029,Fuse block (without ND Fuse) PBT as RDSO specn. No. IRS:S-75/2006(Rev. 2) drg No. SA-23748 (Alt. 4).,54,5496.0,101.7778,163.0421,1.6019
539851170051,FUSE KE 10 AMPS,49,1810.0,36.9388,125.5522,3.3989
539851170063,FUSE KE 32 AMPS (NON BOLTED TYPE),54,120.0,2.2222,7.1814,3.2316
539851240030,FUSE KE 2 AMPS,48,2250.0,46.875,131.1513,2.7979
539851240041,FUSE KE 4 AMPS,45,1655.0,36.7778,121.4176,3.3014
539851240053,FUSE KE 6 AMPS,49,80.0,1.6327,6.2406,3.8224
539852990062,"EOLB GATE COMPLETE SET (Consisting of Pedestal, Meeting post, Boom, Control panel and Counter weight....",45,4.0,0.0889,0.3582,4.0294
539853160036,FUSE HRC 36 AMPS (BOLTED TYPE),37,180.0,4.8649,23.4072,4.8115
539859090172,Loop Card for Fire Alarm make Notofire,5,1.0,0.2,0.4472,2.2361
539859140047,"Dial type Gram Tension Gauge, Range 50 To 500 gram.",45,77.0,1.7111,4.775,2.7906
539860410051,LAMP 12V/1.2W,47,800.0,17.0213,81.6119,4.7947
539861490030,Supply and installation of Earth leakage detector as per RDSO/SPN/256/2002 or latest with 6 digit co....,35,6.0,0.1714,0.857,4.9992
539863160010,ANNOUNCIATOR 10 WAY,51,20.0,0.3922,0.8504,2.1685
539863330029,SLEEVES FOR PSC SLEEPER,52,50.0,0.9615,6.9338,7.2111
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,53,283.0,5.3396,16.4351,3.078
539864160028,"VRLA batteries 24V (2V X 12 no.of cells), 120 Ah, stackable single cell type with suitable housing t....",53,35.0,0.6604,2.1117,3.1977
539867190019,Roller tressel 2 Way/4Way,40,4.0,0.1,0.6325,6.3246
539868680020,Moxa Switch EDS -408A-SS-SC-TV2.1.1 Ansaldo,24,24.0,1.0,4.1284,4.1284
539868860021,"Alstom S"" Bond 24.2 Mtrs Long",40,10.0,0.25,1.296,5.1838
539869590130,1 KVA Online UPS with Battery,17,2.0,0.1176,0.4851,4.1231
539870270020,Insulation for Rod joint,12,0.0,0.0,0.0,
539873330026,TRANSFORMER 1:1 110V/110V/2KVA,47,1.0,0.0213,0.1459,6.8557
539874800040,Insulation Bushes for GI Plate,12,0.0,0.0,0.0,
539874910026,Joint Screw 1 1/4 D.E,40,5.0,0.125,0.7906,6.3246
539875640092,Datalogger with 512 Digital input and 32 Analog input as per  RDSO specification no.IRS:S-99/2006 Am....,33,6.0,0.1818,0.3917,2.1542
539880100195,MCOM(Part no.H001M214) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,9,7.0,0.7778,2.3333,3.0
539880100201,Air-Termination System (External Lightning Protection Class-A) and Earthing & Bonding for MSDAC Hut-....,8,1.0,0.125,0.3536,2.8284
539880410093,Modular Terminal Block of 2.5 sqmm 2IN 2OUT Type Disconnect type,40,8020.0,200.5,428.8144,2.1387
539881210026,BOLT MS FOUNDATION 1 X 36,40,10.0,0.25,1.5811,6.3246
539881380023,SIEMENS AFTC TUNING UNIT STAND,43,0.0,0.0,0.0,
539882000027,Silane siloxine Alithatic Urethane resin Blend solvent Based high technology Membrane Radiant Heat r....,50,105.0,2.1,9.2632,4.411
539882500050,RTU 64 DIGITAL INPUT WITH OUT BATTERIES,40,2.0,0.05,0.2207,4.4144
539882810086,48 PIN FEMALE CONNECTOR,4,0.0,0.0,0.0,
539882840017,48 PIN FEMALE CRIMP CONTACT,4,0.0,0.0,0.0,
539883710233,EI Main Rack for Kyosan make,30,1.0,0.0333,0.1826,5.4772
539883710245,Relay Rack for EI,30,6.0,0.2,0.8052,4.0258
539883712230,Kyosan L-K6DM Subrack with Mother Board,5,1.0,0.2,0.4472,2.2361
539883712242,Kyosan EI CPU card  FS4D,5,3.0,0.6,1.3416,2.2361
539884870153,Fonzel Almirah Steel Shelving cabinets,24,5.0,0.2083,1.0206,4.899
539885010196,Digital Interface card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt....,26,3.0,0.1154,0.4315,3.7393
539885010214,GDT card suitable for M/s Efftronics make Data logger system as per Spec: IRS:S-99/2006 (Amdt-3),25,3.0,0.12,0.6,5.0
539885010354,"UFSBI(Full set with all Accessories , 4 relays& 2 rest Box )",13,8.0,0.6154,2.2188,3.6056
539889350020,SM key for MSDAC,50,2.0,0.04,0.1979,4.9487
539891040040,Lever frame Ground of sizes 1/2/4 way,40,0.0,0.0,0.0,
539892130229,Tool Kit for installation and Maintenance of MSDAC as per OEM requirement comprising of   2) True RM....,23,2.0,0.087,0.417,4.7958
539894420030,SIEMENS AFTC FTGS 917ST COMPLET SET,43,1.0,0.0233,0.1525,6.5574
539896210050,RJI Complete Set 90R,12,0.0,0.0,0.0,
539896390039,Supply of PVC indoor cable 1x24x1 mm dia having colour coding of insulation of inner core shall be s....,30,1680.0,56.0,191.862,3.4261
539896550020,DC-DC convertor Module 24-32V 10AMPS,42,22.0,0.5238,1.6999,3.2453
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,24,298.0,12.4167,22.1299,1.7823
539896830106,Safety Fuse Terminal Block with IP67 Enclosure for 8 Channel ELD Specifications of Terminal Fuse Blo....,30,88.0,2.9333,10.3921,3.5428
539897071045,"High Density Polyethylene Pipes (HDPE) of 110mm outer dia, 10mm wall thickness as per specification....",18,6700.0,372.2222,668.5971,1.7962
539897071501,"Half-cut DWC pipe 250/217 mm as per Drawing No. SK.9/11, IS Specification No. 14930 (Part II)",3,30.0,10.0,17.3205,1.7321
539897500850,GI pipe 80mm conforming to IS:1239 heavy class with coupler,19,240.0,12.6316,37.8362,2.9954
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),23,50.0,2.1739,3.713,1.708
539898370044,Electrical Operating Lifting Barrier Gate With Operating Panel Consisting of Boom Assembly (9.76 Mtr....,6,14.0,2.3333,2.1602,0.9258
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,34,94.0,2.7647,11.8962,4.3029
542120120050,Adjustable Straight Crank as per RDSO Drg. No. S 3417/M,28,10.0,0.3571,1.8898,5.2915
542218881207,ELB ALUMINIUM TOP BOOM,40,5.0,0.125,0.5633,4.5064
542223081118,"Lifting Barrier Gate 8.5 Mtrs (Consisting of Pedestal Assembly, Meeting Post Assembly and Boom Assem....",45,11.0,0.2444,0.6089,2.4908
542223081155,": Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post A....",29,0.0,0.0,0.0,
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",29,69.0,2.3793,3.9768,1.6714
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT.1 AND TO ....,50,4.0,0.08,0.3405,4.2558
542620470036,Galvenised Colour Light Signal Pole 140mm dia 4.6mtrs,52,207.0,3.9808,6.4092,1.61
542620470048,Galvenised Colour Light Signal Pole 140mm dia 3.6mtrs,52,80.0,1.5385,7.453,4.8445
542620470127,Galvanized Colour Light Signal Pole 140mm dia 3.6mtrs,38,81.0,2.1316,3.6404,1.7078
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),52,154.0,2.9615,5.9704,2.016
543100020163,Surface base to suit CLS Signal pole 140MM dia,54,371.0,6.8704,13.1709,1.9171
543500010409,Ladder with platform and shoes to suit CLS pole 4.6 mtrs,44,165.0,3.75,13.3854,3.5694
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,38,74.0,1.9474,4.9699,2.5521
543500011244,Ladder with platform and shoe to suit CLS pole 4.6mtrs (Galvanised),3,6.0,2.0,2.0,1.0
543500011256,Ladder with platform and shoe to suit CLS pole 3.6mtrs (Galvanised),3,0.0,0.0,0.0,
543500020713,CLS LADDER 4.6 Mtrs with clamp,45,25.0,0.5556,3.0118,5.4212
543600010201,Offset Bracket Large,53,115.0,2.1698,2.2595,1.0413
543600010754,Offset Bracket Small 90MM,40,42.0,1.05,2.6694,2.5423
543600010766,Offset Bracket Small,40,10.0,0.25,0.8697,3.4789
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,40,50.0,1.25,7.9057,6.3246
54360092,COLOUR LIGHT SIGNAL ELECTIC LAMP FOR SIGNALLING 110V/25W/3PIN-SL33,48,0.0,0.0,0.0,
544100020290,Colour Light Signal Post 4.5 mts Length,54,320.0,5.9259,14.1406,2.3862
544100020642,Colour Light Signal Post 3.6 mts Length,38,84.0,2.2105,5.2564,2.3779
544100020678,Colour light Signal Post 4.6Mtrs with ladder platform and shoe.,29,1.0,0.0345,0.1857,5.3852
544100420024,Joint Solid 1 1/4 Inch (32mm),40,190.0,4.75,30.0416,6.3246
545200100040,JOINT SCREW 1 1/4 S.E,40,1.0,0.025,0.1581,6.3246
545401070037,FIT & FORGET LEAD WIRE 2 MTRS 4MM DIA,30,2850.0,95.0,167.5945,1.7642
545500010663,Pin Turned MS 1,54,345.0,6.3889,15.8238,2.4768
549005510050,Bolt & Nut MS 1/2 x100mm,40,15.0,0.375,2.3717,6.3246
549005641775,RDSO Boom Assembly 9.76 Mtrs for Electrical operated lifting Barrier gate (octagonal Type),13,20.0,1.5385,2.367,1.5385
549005791499,Solder soft A Grade,40,4.5,0.1125,0.7115,6.3246
549006091114,RAIL DEFLECTOR,52,58.0,1.1154,4.3641,3.9126
549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,54,2881.0,53.3519,160.5091,3.0085
549006470022,Modified colour light signal Four aspect unit( FRP TYPE),47,5.0,0.1064,0.7293,6.8557
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,54,83.0,1.537,3.1486,2.0485
549007060034,EMERGENCY SLIDING BARRIER LC GATE,47,0.0,0.0,0.0,
549007060046,EMERGENCY SLIDING BOOM (PIPE),47,4.0,0.0851,0.5835,6.8557
549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,28,66.0,2.3571,7.6459,3.2437
549007601525,SM SLIDE OF SIZES,47,0.0,0.0,0.0,
549007661170,A TYPE FOUNDATION,40,22.0,0.55,2.0248,3.6815
549008310204,"Data concentrator along with dual card modems, Power supply",25,2.0,0.08,0.2769,3.4611
549008310216,Dual Card RS232 to E1/OFC converter suitable to insert in the Datalogger Eurorack for inter-linking ....,24,0.0,0.0,0.0,
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,17,2460.0,144.7059,214.7053,1.4837
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,54,1753.0,32.463,41.6697,1.2836
549801610584,TRACK FEED BATTERY CHARGER 110V/2-8V/5AMPS,47,1.0,0.0213,0.1459,6.8557
549801620085,RELAY JACKS  (Released),4,100.0,25.0,50.0,2.0
551200010789,E -TYPE LOCK,54,715.0,13.2407,25.7996,1.9485
551200011083,Ward Spring for E Type LOCKS,51,1001.0,19.6275,40.6827,2.0727
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,25,725.0,29.0,63.8684,2.2024
553000050339,Lamp point indicator,40,8.0,0.2,0.9923,4.9614
553000110026,Lock rod near/far end sizes,40,0.0,0.0,0.0,
555400100071,DATA CABLE CONNECTOR (TPWS),53,5.0,0.0943,0.4908,5.203
555400100083,SPECIAL TYPE TLJB (TPWS),54,13.0,0.2407,1.0267,4.2648
