PL_Code,Description,Criticality_Class,Forecast_Annual,Lead_Time_Days,Current_Stock,ROP,Positive_Gap,SRRS,SRRS_Rank,Average_Rate_Rs,Reorder_Gap_Value_Rs,Value_Rank
561800850031,Junction Type Route Indicator - 4 Way,Non-Critical,2.92,212.0,0.0,2.33,2.33,2.33,488,138154.0,321898.82,293
508500690051,CABLE/PIPE FAULT AND MARKER LOCATOR,Non-Critical,10.36,69.0,0.0,2.32,2.32,2.32,489,330282.0,766254.24,205
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),Non-Critical,32.91,102.5,14.0,16.3,2.3,2.3,490,11553.12,26572.18,450
77110304,"READY MIXED PAINT, BRUSHING BITUMINOUS BLACK LEAD FREE , ACID, ALKALI, WATER AND CHLORINE RESISTING ....",Non-Critical,38.0,6.0,0.0,2.06,2.06,2.06,491,91.0,187.46,507
726001400205,HANDHELD BRUSH CUTTER / LINE TRIMMER,Non-Critical,4.77,33.0,1.0,2.93,1.93,1.93,492,8100.0,15633.0,464
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FROM 1.100 TO....,Non-Critical,102.91,144.0,55.0,56.88,1.88,1.88,493,62.01,116.58,509
570131650240,laptop Intel core i5 15.6 Inch Display with Back Pack case,Non-Critical,11.4,52.0,0.0,1.85,1.85,1.85,494,104733.0,193756.05,334
539814380288,"Operator VDU console consists of Industrial grade embedded fanless PC with 55 monitor (LED type, 4k ....",Non-Critical,9.65,49.5,0.0,1.81,1.81,1.81,495,810000.0,1466100.0,143
549005641775,RDSO Boom Assembly 9.76 Mtrs for Electrical operated lifting Barrier gate (octagonal Type),Non-Critical,41.1,6.0,0.0,1.77,1.77,1.77,496,43882.0,77671.14,394
567908369072,Operating Tool Screw Driver and Stripper,Non-Critical,11.4,48.0,0.0,1.74,1.74,1.74,497,9000.0,15660.0,463
727925380052,INFRARED THERMAL IMAGINE CAMERA AS PER RDSO SPEC TI/SPC/OHE/TIPS/1031(10/2013),Non-Critical,11.4,46.0,0.0,1.67,1.67,1.67,498,153400.0,256178.0,310
77035136,"PAINT READY MIXED OLIVE GREEN"" ISC-220 OF IS: 5/2007 BRUSHING, FINISHING, SEMI GLOSS FOR GENERAL PUR....",Non-Critical,8.77,6.0,0.0,1.58,1.58,1.58,499,134.95,213.22,504
565094804400,Remote Terminal Unit with 128 digital &16 analog inputs with modems and power supply as per RDSO spe....,Non-Critical,1.55,83.0,0.0,1.5,1.5,1.5,500,267135.0,400702.5,270
539818371075,Stop Board/Sighting Board,Non-Critical,9.61,11.0,0.0,1.48,1.48,1.48,501,10000.0,14800.0,467
509004730016,SHARP MULTIFUNCTION XEROX MACHINE MFM,Non-Critical,11.4,33.0,0.0,1.19,1.19,1.19,502,107000.0,127330.0,367
86900043,CANDLE WAX LONG ORDINARY 220.0 PLUS OR MINUS 5.0mm LONG FROM BOTTOM TO SHOULDER 20.0mm PLUS OR MINUS....,Non-Critical,1.83,60.0,0.0,1.03,1.03,1.03,503,184.13,189.65,506
539828400035,Pedastal Cotter Pin for  LB Gate,Non-Critical,18.63,1.0,0.0,0.93,0.93,0.93,504,402.0,373.86,502
565094825890,Tool Kit for HASSDAC,Non-Critical,0.6,195.0,0.0,0.82,0.82,0.82,505,60000.0,49200.0,418
563047180100,Galvanized Cover/Slide Cover for Electrical Point Machine,Non-Critical,11.4,16.0,0.0,0.67,0.67,0.67,506,4500.0,3015.0,490
565094804412,Monitoring at Central place for receiving RTU data through LTE communication,Non-Critical,0.67,83.0,0.0,0.47,0.47,0.47,507,127400.0,59878.0,405
565000024089,DC MOTOR FRACTIONAL H.P. FOR LIFTING BARRIER GATE,Non-Critical,8.87,3.0,0.0,0.3,0.3,0.3,508,6018.0,1805.4,496
560604185874,LC GATE PANEL (PTJ MAKE),Non-Critical,5.7,3.0,0.0,0.22,0.22,0.22,509,84938.0,18686.36,461
567900616750,Laser Distance Meter,Non-Critical,9.52,79.0,3.0,3.18,0.18,0.18,510,40450.0,7281.0,481
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG NO.S.69m,Non-Critical,52713.58,104.5,56410.0,20746.05,0.0,0.0,511,1.67,0.0,511
56509376,ARA TERMINAL BLOCK (SMALL) M6 PBT MAKE TO DRG  NO.SA.23741A/ALT-4 AND TO SPECN.IRS.S.75/91 (AMDT NO.....,Critical,29820.28,87.0,17723.0,12539.99,0.0,0.0,512,51.2,0.0,512
539802804167,HDPE PIPE O.D 40MM I.D 33MM,Critical,13921.78,104.0,78800.0,8533.8,0.0,0.0,513,79.25,0.0,513
56509388,TERMINAL BLOCK   MADE OF PBT 60MM TO RDSO DRG NO:SA23745 (ALT-5)TO SPECN IRS : S-75/2006 AMENDMENT .....,Critical,3196.6,97.0,5663.0,1833.01,0.0,0.0,514,71.58,0.0,514
500500680030,HALF SPLIT DWC PIPE,Non-Critical,3954.59,40.0,3994.0,1490.39,0.0,0.0,515,160.0,0.0,515
549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,Critical,371.87,288.0,1668.0,1105.34,0.0,0.0,516,2757.57,0.0,516
569903410020,Earthenhancement compound. The materialshould conform to the requirements of IEC 62561-7. (Digging ....,Non-Critical,651.43,342.0,1600.0,1073.18,0.0,0.0,517,91.0,0.0,517
56110029,CABLE PVC INSULATED ARMOURED UNSCREENED UNDERGROUND POWER CABLE 3C X 10 SQ.MM,Critical,4682.99,12.5,4823.0,907.87,0.0,0.0,518,83.14,0.0,518
539851110029,Fuse block (without ND Fuse) PBT as RDSO specn. No. IRS:S-75/2006(Rev. 2) drg No. SA-23748 (Alt. 4).,Critical,1341.43,99.0,6246.0,847.25,0.0,0.0,519,84.96,0.0,519
539849150019,EWS LOCK (1 KEY FOR 10 LOCKS),Non-Critical,461.83,364.0,1020.0,765.54,0.0,0.0,520,109.74,0.0,520
462100771569,Copper tape of Size 25mm x 3mm,Non-Critical,797.41,170.0,764.0,746.36,0.0,0.0,521,550.0,0.0,521
565099844849,FUSE ND 4 Amps,Non-Critical,1225.37,75.0,1050.0,683.52,0.0,0.0,522,78.41,0.0,522
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Non-Critical,1082.64,101.0,1920.0,534.06,0.0,0.0,523,70.43,0.0,523
565094316200,Electronic/ RFID Cable Route Marker,Non-Critical,330.81,215.0,1610.0,493.37,0.0,0.0,524,2934.71,0.0,524
539821910020,L Bracket Insulation (Sets) Nylon,Non-Critical,493.13,82.0,1098.0,427.46,0.0,0.0,525,103.04,0.0,525
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,Non-Critical,449.47,162.0,1275.0,352.06,0.0,0.0,526,17.7,0.0,526
539812840016,CHOKE B TYPE,Critical,347.62,103.0,812.0,236.07,0.0,0.0,527,2239.59,0.0,527
56502540,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL CAP 2 X....,Critical,794.26,29.0,250.0,231.17,0.0,0.0,528,75.87,0.0,528
563046150185,Insulation Set for Ground Connection as per IRS S40/84 for 143mm IRS Type Point Machine,Critical,145.57,298.0,229.0,209.72,0.0,0.0,529,1338.0,0.0,529
56508116,RELAY QN1 8F/8B PLUG IN TYPE,Critical,797.54,33.0,256.0,181.1,0.0,0.0,530,7470.0,0.0,530
560602960015,"Electrolytic Condensor 50V DC-5000 Mfd , Make Keltron, Samwha, Panasonic only FIrm offer:Make Keltro....",Non-Critical,556.8,33.0,1325.0,179.23,0.0,0.0,531,70.68,0.0,531
565198382364,"Retro Reflactive A"" Marker",Non-Critical,90.2,467.0,200.0,149.44,0.0,0.0,532,1454.0,0.0,532
551200010789,E -TYPE LOCK,Critical,144.45,137.5,156.0,144.58,0.0,0.0,533,1277.25,0.0,533
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,Non-Critical,157.48,196.0,202.0,142.71,0.0,0.0,534,1005.0,0.0,534
569900780080,FUSE terminal block with LED indication up to 2.5sq.mm screw type 1 IN 1 OUT,Non-Critical,72.03,132.0,250.0,101.32,0.0,0.0,535,220.0,0.0,535
528100010050,Condenser 1000 MFD 50V,Non-Critical,101.14,33.0,336.0,96.08,0.0,0.0,536,10.9,0.0,536
539820860021,RCC CABLE MARKERS AS PER DRAWING No.CSTE/CN/OFC/1,Non-Critical,109.5,127.0,159.0,87.25,0.0,0.0,537,166.29,0.0,537
539836000051,Retro Reflective C marker,Non-Critical,71.33,161.0,95.0,79.83,0.0,0.0,538,1454.0,0.0,538
539835220262,Calling on Signal Unit,Non-Critical,47.62,353.0,70.0,62.21,0.0,0.0,539,14139.45,0.0,539
569020690029,DIN Channel for the Terminal,Non-Critical,55.72,184.0,125.0,60.7,0.0,0.0,540,350.0,0.0,540
564680270025,A MARKER LED,Critical,34.93,94.5,54.0,38.06,0.0,0.0,541,8900.0,0.0,541
567904397905,"KNOB RED , YELLOW, BLACK, WHITE AND BLUE",Non-Critical,69.7,29.0,53.0,38.04,0.0,0.0,542,140.55,0.0,542
528100010103,"MPP Film AC Capacitor of 48 Micro farad, 600VAC, 50Hz, +/- 5% Tolerance",Non-Critical,82.11,91.0,40.0,37.35,0.0,0.0,543,590.0,0.0,543
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,Critical,7.13,668.0,59.0,37.3,0.0,0.0,544,219190.21,0.0,544
569016620028,END Plates for Modular Terminal Block,Non-Critical,21.89,271.0,109.0,36.21,0.0,0.0,545,36.0,0.0,545
56502576,"FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 CARTRIDGE TYPE WITH CYLINDER CAP 2 X 9/16"" ....",Critical,547.77,1.0,166.0,34.38,0.0,0.0,546,77.86,0.0,546
565094315966,END Clamp for Modular Terminal Block,Non-Critical,25.61,184.0,79.0,33.48,0.0,0.0,547,30.0,0.0,547
565094804450,"Modem for connecting Remote Terminal Unit of 8 Digital and 8 Analog voltages , through Quad cable wi....",Non-Critical,28.5,375.5,115.0,32.74,0.0,0.0,548,25480.0,0.0,548
565094804448,Remote Terminal Unit to monitor of 8 Digital and 8 Analog voltages (As per the specification enclose....,Non-Critical,28.5,375.5,115.0,32.74,0.0,0.0,549,78000.0,0.0,549
560604296362,Earth Leakage Detector (8 channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,Critical,15.92,98.0,32.0,31.26,0.0,0.0,550,95492.47,0.0,550
569024350020,Shorting Link Insulated Grey in Color,Non-Critical,19.09,178.0,90.0,30.47,0.0,0.0,551,25.0,0.0,551
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of Lamps : O....,Critical,41.86,83.0,531.0,30.26,0.0,0.0,552,10.06,0.0,552
560402912220,MSDAC spares of FRAUSCHER make Over voltage protection board BS1004 (Version-GS01 Part no.18571) as ....,Critical,20.65,325.0,132.0,29.47,0.0,0.0,553,16895.24,0.0,553
549007661170,A TYPE FOUNDATION,Non-Critical,9.43,668.0,244.0,27.08,0.0,0.0,554,5491.0,0.0,554
560402912270,Supply of MSDAC spares of FRAUSCHER make Track side connection (Version-TLJB-01 Part no.PC 0101) as ....,Critical,20.27,326.0,122.0,25.11,0.0,0.0,555,18104.74,0.0,555
564680670957,Colour Light Signal Unit 2 Aspect,Critical,13.07,107.5,28.0,21.04,0.0,0.0,556,54185.88,0.0,556
560402912281,Supply of MSDAC spares of FRAUSCHER make Reset box (Version-RST BOX V01 Part no.PC0301 as per RDSO s....,Critical,16.47,326.0,105.0,20.71,0.0,0.0,557,28320.0,0.0,557
560404050330,FRAUSCHER make MSDAC Rail Claw for 60Kg rail SK 140-011-19813,Critical,7.6,604.0,130.0,19.12,0.0,0.0,558,31709.0,0.0,558
567900808716,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 24V DC,Critical,29.65,68.0,193.0,16.73,0.0,0.0,559,30196.0,0.0,559
560601307440,"Class A"" Franklin Rod Type Lightening Protection system",Critical,8.39,170.0,39.0,14.56,0.0,0.0,560,51121.0,0.0,560
539829590180,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM STATCON MAKE,Critical,12.41,188.0,15.0,13.4,0.0,0.0,561,22000.0,0.0,561
543600010754,Offset Bracket Small 90MM,Critical,18.45,88.0,90.0,11.92,0.0,0.0,562,2645.5,0.0,562
569001970028,"Alstom S"" Bond  23.7 Mtrs Long",Critical,1.36,618.0,25.0,11.8,0.0,0.0,563,23368.64,0.0,563
543600010201,Offset Bracket Large,Critical,22.29,88.0,120.0,11.69,0.0,0.0,564,2197.72,0.0,564
567900808704,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 110V AC/DC,Critical,6.63,68.0,182.0,11.65,0.0,0.0,565,7109.89,0.0,565
561300850030,Spring Tension Adjustero for DLBI (Double Line Block Instrument),Non-Critical,11.4,331.0,50.0,10.83,0.0,0.0,566,294.0,0.0,566
528100030023,"MPP Film AC Capacitor of 36 Micro farad, 600VAC, 50Hz, +/- 5% Tolerance",Non-Critical,10.52,33.0,52.0,10.39,0.0,0.0,567,386.68,0.0,567
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY PACKED. AC....,Non-Critical,69.49,26.5,35.0,9.65,0.0,0.0,568,18.88,0.0,568
561300652270,FDC 110V(H001M124R1) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3 or....,Critical,23.75,66.0,15.0,9.63,0.0,0.0,569,29897.42,0.0,569
539835220092,Calling on Signal Unit,Critical,14.91,72.5,16.0,9.39,0.0,0.0,570,6141.58,0.0,570
560406180252,MSDAC Spare- Siemens Make Surge Protection Filter for Indoor Equipment,Non-Critical,19.0,46.0,10.0,7.59,0.0,0.0,571,25735.8,0.0,571
539811049986,2 KVA AVR suitable for M/S Amararaja Make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3....,Critical,5.23,261.0,8.0,7.4,0.0,0.0,572,100000.0,0.0,572
508500010799,"PVC warning tape colour orange, width 250 mm (10) by printing with black letters (Southern Railway S....",Non-Critical,5.63,331.0,18.16,7.33,0.0,0.0,573,25.0,0.0,573
569006940154,GDT card suitable for Efftronics make RTU system as per Spec: IRS:S-99/2006 (Amdt-3),Critical,29.77,57.0,13.0,7.04,0.0,0.0,574,6836.92,0.0,574
564700410030,FRP Road warning Signal Unit,Non-Critical,21.11,71.0,17.0,6.93,0.0,0.0,575,16965.0,0.0,575
539806099363,Non-Metallic (FRP) Colour light signal housings for Railway signalling suitable for Two Aspect Compl....,Critical,3.94,98.0,12.0,6.92,0.0,0.0,576,35448.67,0.0,576
560610880130,Microlok - II EI SYNC Card,Critical,8.96,193.0,8.0,6.76,0.0,0.0,577,249900.0,0.0,577
539885010214,GDT card suitable for M/s Efftronics make Data logger system as per Spec: IRS:S-99/2006 (Amdt-3),Critical,34.2,57.0,17.0,6.69,0.0,0.0,578,6836.92,0.0,578
560602905521,PUSH BUTTON ASSEMBLY,Critical,24.46,7.0,60.0,6.31,0.0,0.0,579,3787.0,0.0,579
565094399165,Non Metallic (FRP) colour light signal housing multiunit type for railway signalling suitable for RE....,Non-Critical,11.87,84.0,8.0,5.71,0.0,0.0,580,46500.0,0.0,580
47200250,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262/85 CONFOR....,Critical,15.32,31.0,12.0,5.38,0.0,0.0,581,6915.43,0.0,581
564601280053,Analog scanner Card with controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-9....,Critical,22.8,57.0,6.0,5.33,0.0,0.0,582,29500.0,0.0,582
560607080029,GALLANT DC-DC CONVERTOR (110V/50V DC/5Amps),Non-Critical,7.42,190.0,10.0,5.01,0.0,0.0,583,44000.0,0.0,583
508503570895,Earth Leakage Detector (12  channel) as per RDSO specification no. RDSO/SPN/256/2002 or latest,Critical,3.01,101.0,19.0,4.79,0.0,0.0,584,125000.0,0.0,584
539805734220,Junction Type Route Indicator - 1 way,Non-Critical,10.75,81.5,9.0,4.73,0.0,0.0,585,96439.0,0.0,585
565172845440,Analog protection strip PCB card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/....,Critical,22.8,57.0,8.0,4.46,0.0,0.0,586,1652.0,0.0,586
567901800040,2KVA AVR suitable for M/S Statcon make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3 or....,Critical,1.52,368.0,5.0,4.39,0.0,0.0,587,103000.0,0.0,587
570109490283,Industrial Grade Embedded Fanless PC with all accessories,Critical,6.4,147.0,6.0,4.22,0.0,0.0,588,300000.0,0.0,588
560402912256,Supply of MSDAC spares of FRAUSCHER make Evaluation board AEB 101 (Version-GS04 Part no.24050 as per....,Critical,7.6,95.0,6.0,4.03,0.0,0.0,589,267683.0,0.0,589
563000220026,"DC Motor 110V,0.59HP, 1700RPM (Point Machine)",Non-Critical,33.31,14.5,13.0,3.92,0.0,0.0,590,10899.0,0.0,590
560412070035,Power supply Card suitable for Efftronics make RTU as per Spec: IRS: S-99/2006 (Amdt-3),Critical,14.96,57.0,5.0,3.92,0.0,0.0,591,10999.96,0.0,591
565172845439,64 Digital input stack card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 ....,Critical,13.41,57.0,6.0,3.34,0.0,0.0,592,23600.0,0.0,592
561800840049,Junction Type Route Indicator - 2 Way,Critical,6.5,81.5,4.0,3.04,0.0,0.0,593,18691.2,0.0,593
564601280065,Analog scanner Card with controller suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amd....,Critical,12.74,57.0,7.0,2.98,0.0,0.0,594,29500.0,0.0,594
83049502,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 420 X 297 MM (A3 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,Non-Critical,19.69,46.0,6.0,2.88,0.0,0.0,595,936.79,0.0,595
564601280028,Processor card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt-3),Critical,9.63,55.0,3.0,2.79,0.0,0.0,596,47200.0,0.0,596
565172845385,Power supply Card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/2006 (Amdt-3) or....,Critical,11.4,57.0,8.0,2.66,0.0,0.0,597,10999.96,0.0,597
564601280041,Analog Card without controller suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/200....,Critical,11.4,57.0,8.0,2.66,0.0,0.0,598,23600.0,0.0,598
565001310082,SPD Life Tester,Non-Critical,5.43,131.0,6.0,2.65,0.0,0.0,599,120729.41,0.0,599
539885010196,Digital Interface card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt....,Critical,9.85,57.0,7.0,2.51,0.0,0.0,600,15999.62,0.0,600
83049400,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,Non-Critical,7.69,46.0,7.0,2.5,0.0,0.0,601,418.54,0.0,601
560600046685,RELAY RACK TO HOLD 168 RELAYS,Critical,1.65,127.0,32.0,2.39,0.0,0.0,602,22880.0,0.0,602
560407090064,Event Logger Card for CEL MAKE HASSDAC as per RDSO Specification No. RDSO/SPN/177/2012 with version ....,Critical,4.15,52.0,6.0,2.28,0.0,0.0,603,37760.0,0.0,603
565099653461,Dual Modem Card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),Critical,7.84,57.0,7.0,2.21,0.0,0.0,604,31860.0,0.0,604
539813440022,CABLE FAULT LOCATOR,Non-Critical,1.09,210.0,11.0,2.14,0.0,0.0,605,165000.0,0.0,605
565172845397,Dual Modem E1 Converter suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amd....,Critical,5.85,57.0,6.0,2.13,0.0,0.0,606,39412.0,0.0,606
565198460089,Static Switch Module( Auto C/O Inv- CVT) Module for M/S Statcon make IPS system as per RDSO Spec No....,Critical,2.28,169.0,2.0,1.9,0.0,0.0,607,51271.0,0.0,607
539800639499,LED Torch Light (Flashing Unit),Non-Critical,5.56,6.0,98.0,1.26,0.0,0.0,608,2715.59,0.0,608
81033515,NAPTHALENE WHITE BALLS PACKED IN POLYTHENE BAGS TO CONTAIN 250 GRAMS TO SPECN.539/1965 OR LATEST.,Non-Critical,12.42,15.5,5.0,1.14,0.0,0.0,609,160.27,0.0,609
560601365117,Cable termination rack 210 capacity.,Critical,0.45,132.0,38.0,0.83,0.0,0.0,610,41627.0,0.0,610
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LATEST.,Critical,6.2,3.5,1.0,0.79,0.0,0.0,611,31850.93,0.0,611
83049540,PLAIN COPIER PAPER GSM 80 IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TOIS:14490/2018 WITH AMDT.NO.....,Non-Critical,2.28,23.0,9.0,0.49,0.0,0.0,612,442.59,0.0,612
539834880138,Siemens AFTC Equipotential Bond 21.5 Mtrs,Non-Critical,2.07,0.0,0.0,0.0,0.0,0.0,613,13500.0,0.0,613
539834880084,Siemens Alpha Bond 18 Mtrs,Critical,2.4,0.0,0.0,0.0,0.0,0.0,614,13500.0,0.0,614
539834880102,"Siemens S"" Bond 16 Mtrs",Critical,19.53,0.0,0.0,0.0,0.0,0.0,615,13500.0,0.0,615
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,Non-Critical,2248.31,0.0,0.0,0.0,0.0,0.0,616,330.4,0.0,616
539812641044,ANNOUNCIATOR 12 WAY,Non-Critical,3.07,0.0,0.0,0.0,0.0,0.0,617,11328.0,0.0,617
560605790029,Cable Clamp Assembly for Sleeper,Non-Critical,333.34,0.0,0.0,0.0,0.0,0.0,618,350.56,0.0,618
569001930020,"Siemens  S ""Bond  21 mtrs.",Critical,9.99,0.0,0.0,0.0,0.0,0.0,619,15500.0,0.0,619
567900779194,RELAY QN1 (12F-4B) WITH ACESSORIES,Critical,39.04,0.0,0.0,0.0,0.0,0.0,620,6760.0,0.0,620
565172844319,DATA LOGGER 512 DIGITAL INPUT/ 32 ANALOG INPUT RELEASED,Critical,3.12,0.0,1.0,0.0,0.0,0.0,621,159500.0,0.0,621
569044770013,Announciator 8 way,Non-Critical,11.4,0.0,0.0,0.0,0.0,0.0,622,9350.0,0.0,622
539814460065,"Relay QNNA1 6F/2B, 24V DC.",Critical,23.55,0.0,0.0,0.0,0.0,0.0,623,4105.22,0.0,623
539863160010,ANNOUNCIATOR 10 WAY,Non-Critical,4.6,0.0,0.0,0.0,0.0,0.0,624,10293.0,0.0,624
539825640047,Fencing arrangement for GRS Apparatus case (WS PTJ/PER Make),Non-Critical,60.38,0.0,0.0,0.0,0.0,0.0,625,35000.0,0.0,625
431500022334,Split AC 2 Ton Capacity with Indoor and Outdoor unit.,Non-Critical,13.81,0.0,0.0,0.0,0.0,0.0,626,85000.0,0.0,626
