PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Inventory_Aging_Class,Depot
560631570013,RS232 serial communication to optical fiber media converter,68.0,6256000.0,429,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560411020012,HASSDAC EQUIPMENT GG TRONICS MAKE,8.0,4724890.34,467,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56509959,Cable 12 C  X  1.5 sqmm,11385.0,2817710.08,262,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56301704,POINT MACHINE ROD (GROUND CONNECTION),85.0,1741304.82,638,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
569800680037,Analog Card (AzLM) for Eldyne make Axle counter MSDAC,10.0,1683470.6,270,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56450217,RELAYS QSPAI,126.0,1262029.99,390,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
567904138020,SMPS Based IPS for LC Gate,1.0,1200000.0,257,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560607040019,THUMB SWITCH 3 POSITION.,286.0,1006720.0,507,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
567901960017,FILTER UNIT FOR BLOCK INSTRUMENT,56.0,789608.98,200,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
549008610017,APPARATUS CASE  FOR RTU,15.0,771506.67,241,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56501006,CABLE  24C X 1.5 sqmm.,1496.0,762960.0,484,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56500026,APPARATUS CASE GRS FULL,16.0,755804.85,257,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560634990013,SPD CLASS B&C 230V AC,20.0,739000.0,373,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560613950014,THUMB SWITCH 2 POSITION,166.0,641756.0,507,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56450229,RELAY QTA2,64.0,612310.89,458,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
565001440019,Remote Terminal Unit Efftronics,3.0,540000.0,543,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
539804990010,9 U Rack,43.0,507400.0,212,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56509388,ARA PBT TERMINAL 60MM,6674.0,467989.73,222,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
567907020018,Relay QNA1K,28.0,422940.0,545,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560627260013,DC DC Converter 24-32V/10A STATCON make,10.0,360000.0,199,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
564601590017,DUAL E1 CONVERTER SUITABLE FOR EFFTRONICS MAKE DATALOGGERS,8.0,323782.56,388,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56301571,ROTARY TYPE  POINT MACHINE 110V,4.0,311008.0,522,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
555300060014,LED SIGNAL FOR CALLING ON  110V,44.0,309095.46,332,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
522000650514,BATTERY CHARGER 110/24V/15A.,10.0,304210.0,484,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
529019560018,T Networking of RTU with Existing datalogger,7.0,301000.0,278,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
430512780011,DIGITAL CLAMP ON EARTH TESTER,15.0,297360.0,372,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
549008610017,APPARATUS CASE  FOR RTU,5.0,282088.0,256,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
561548700015,SECONDARY CELL 2V 120 AH,88.0,279043.78,372,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
569002490014,DC DC CONVERTER 24 V / 24-32 V /5 A,24.0,252000.0,493,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
56468039,LED MAINSIGNAL RED (INBUILT),27.0,237331.51,316,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560627260013,DC DC Converter 24-32V/10A STATCON make,10.0,234938.0,545,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
564800530021,DC DC CONVERTER 24-32 V/10A (AMARA RAJA IPS),6.0,216000.0,297,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
502323190434,Signal post Telephone,37.0,204201.19,186,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
400909210012,cable 3 C x 2.5 sqmm,1000.0,203000.0,540,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560401920014,RESET BOX FOR CEL MAKE HASSDAC 720 P,4.0,197768.0,614,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
