PL_Code,Description,Inventory_Action,Normalized_Inventory_Value,Movement_Status,Source_Universe,Inventory_Value,Inventory_Domain,Business_Unit,Division,Depot,Snapshot_Date,Pipeline_Version
420427940015,Contact Maker 4 Way,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
420433530046,STYORAGE BATTERY 12V 65 AH EXIDE,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
420802310027,FUSE ND 4 AMPS CAPACITY,Retain,209514.4,Active,Operational,209514.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
420893040014,Fuse ND 1 amps,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
421900280624,Spare EOLB For Hiedz make - Push button Actuator,Retain,8673.0,Active,Operational,8673.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
421900280636,Spare EOLB for Hiedz make - Boom lock SLD (Solenoid) Coil 24 VDC,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
429008480029,"SMF lead acid battery, reachable 12V-42AH with warranty.  , .",Retain,212645.44,Active,Operational,212645.44,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
429079130015,"Soldering iron, 65 Watt",Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
429084670016,Surge Voltage Protection Device (SVPD) for SSDAC CEL MAKE,Dispose,125080.0,Dead Stock,Operational,125080.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430199810015,Clamp Multimeter/Tester (Digital),Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430200020035,Digital Multimeter make Rishi,Dispose,9000.0,Dead Stock,Operational,9000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430200028964,Hand held digital multimeter RISHABH,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430501210081,EARTH TESTER,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430600020099,RHEOSTAT 500 OHMS 400W,Dispose,850.0,Dead Stock,Operational,850.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
430800010016,TIPL Hand held Digital Infrared medical Thermometer,Dispose,4600.0,Dead Stock,Operational,4600.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
432000370875,UPS 1 KVA with 2 battery and stand,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
432900492237,Chair Steel Tubular (Released),Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
439900100017,Auqaguard UV water purifier,Dispose,1500.0,Dead Stock,Operational,1500.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
45147012,"catenary wire (19/2.10 mm), 65 Sq.mm.",Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
451700030960,Battery Box Wooden for 3 Cells,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
45174404/45174416,Hydro meter complete set,Monitor,74690.72,,Strategic,74690.72,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
45174416,.....,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FRO....,Retain,15368.19,Active,Operational,15368.19,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
459072090024,Transformer 230/110/2 KVA,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
460200261956,Tool kit for point machine (New),Retain,50000.0,Active,Operational,50000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
460501250145,RELAY TEST KIT,Retain,109757.37,Active,Operational,109757.37,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
460501250650,CONTACT RESISTANCE TEST PANEL FOR RELAYS (RELAY TEST KIT),Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
461506450378,CHANNEL BOND PINS,Retain,18234.4,Active,Operational,18234.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
461994153135,JOINT INSPECTION (POINT & CROSSING),Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
462100771983,CLASS A PROTECTION- COPPER TAPE 25mm X3mm,Retain,539139.58,Active,Operational,539139.58,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
462100772318,D Bracket Cover (Protection cover for switch extension bracket LH and RH with safety faste....,Retain,25436.1,Active,Operational,25436.1,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
464212020791,RELAY QL1-8F/6B,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
468100321144,REMOVABLE CONNECTORS FOR RELAY PINS (Relay clip),Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469000017328,VRLA Battery  2v  200 AH,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469028560018,REFLECTIVE JACKETS,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469028772605,ALUMINIUM LADDER SELF SUPPORTING SIZE 8 FEET,Dispose,500.0,Dead Stock,Operational,500.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469028950015,SCREW DRIVER 300mm,Dispose,9100.0,Dead Stock,Operational,9100.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469031052235,Digital INSULATION TESTER (MEGGER),Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469031378918,PRINTER HP LASER JET (All in one ),Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469031995099,RCC Cable Marker,Retain,64349.25,Active,Operational,64349.25,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469034151893,TABLE STEEL EXECUTIVE,Dispose,1000.0,Dead Stock,Operational,1000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469034500012,UNVERSAL AXLE COUNTER RACK (EMPTY RELEASED USED AS  CUP BOARD),Dispose,1000.0,Dead Stock,Operational,1000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469034982523,HACK SAW FRAME (SAW FRAME FOR METAL CUTTING),Dispose,150.0,Dead Stock,Operational,150.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469035027200,ELECTRONIC DIGITAL VERNIER CALIPER 0 MM-150 MM,Dispose,945.0,Dead Stock,Operational,945.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469040561003,Oil Drainer(70 suit 205 L Cap drum),Dispose,50.0,Dead Stock,Operational,50.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469056800016,BLOCK INSTRUMENT FM TYPE,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469909561145,GI PIPE 100MM,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469909561157,GI PIPE 100MM,Retain,100724.4,Active,Operational,100724.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
469909561303,GI PIPE 100 mm Dia.   .,Retain,355892.88,Active,Operational,355892.88,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
470200543962,"DG SET, 10KVA",Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
470500010011,INVERTORS 110V 2 KVA,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
47200054/47200250,Transformer 230/110V  - 1 KVA,Monitor,13095.64,,Strategic,13095.64,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
472001760946,TRANSFORMER 230/110V 1KVA(Released),Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
472002302370,TRANSFORMER RECTIFIER 230/24V/1-A,Retain,12335.32,Active,Operational,12335.32,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
472100011770,Inverter 24/110/500VA,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
472200010039,INTEGRATED POWER SUPPLY (IPS) .,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
472200010271,UPS -1000VA(36VDC/230V-AC),Dispose,4000.0,Dead Stock,Operational,4000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
479027870607,"55 INCH Commercial LED display UHD large formate TV with HDMI port, USB port, Ethernet po....",Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
500108770028,12V 65AH VRLA Battery. (Released),Rationalize,119680.0,Slow Moving,Operational,119680.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
500500680420,Split DWC pipe of 120/103 mm each having 2 meter length,Retain,164500.0,Active,Operational,164500.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000260269,GI pipe 100mm,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000260269,GI pipe 100mm,Retain,5032.8,Active,Operational,5032.8,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000262102,RELEASED GI pipe 50 MM,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000262606,GI pipe 50 mm,Retain,1399.77,Active,Operational,1399.77,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000262606,GI pipe 50 mm,Retain,127178.64,Active,Operational,127178.64,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000262618,GI pipe 75 MM RLD,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000262618,RELEASED GI pipe 75 MM,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000262862,Released GI Pipe 100 mm,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000268657,GI PIPE 100 mm dia,Retain,405140.4,Active,Operational,405140.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000269080,GI PIPE 50mm,Retain,52166.4,Active,Operational,52166.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000400018,CT BOX 10 PAIR,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
501000400948,CT BOX MS SHEET IRON,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50132453,Telephone card 3 Way 1.5m long,Monitor,0.0,,Strategic,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50132600,Telephone card 3 Way 1.5m long,Monitor,0.0,,Strategic,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50210014,Emergency Socket Box,Monitor,740695.44,,Strategic,740695.44,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50231832/50231881,Telephone Electronic Push Button,Monitor,540504.9,,Strategic,540504.9,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50231959,Telephone Electronic Push Button   main - Extn .1+1,Monitor,646750.0,,Strategic,646750.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50232319,TELEPHONE MAGNETTO,Retain,708578.91,Active,Operational,708578.91,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502323190434,Signal post Telephone (SPT),Retain,4720.0,Active,Operational,4720.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
502323191505,Signal post Telephone (SPT),Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50232356/50232319,Magneto telephone,Procure Immediately,598135.2,,Strategic,598135.2,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503523410921,DIGITAL VOICE ANNOUNCIATION UNIT,Retain,8917.0,Active,Operational,8917.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
503524620224,Signal post Telephone,Retain,11897.35,Active,Operational,11897.35,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50353603,Portable 4 wire Emergency Control Telephone with six pin flat type socket,Monitor,470112.0,,Strategic,470112.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50360693/50370110,4 wire way station control telephone RDSO/SPN IRS.TC.38/97 with latest amendment,Monitor,817338.8,,Strategic,817338.8,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50370080,4 Wire DTMP Way Station Equipment,Monitor,624456.0,,Strategic,624456.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,Procure Immediately,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50541523,Lead Acid Stationary Secondary Cells  - 2V/120 AH,Procure Immediately,336838.05,Active,Operational,336838.05,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50550081,Lead Acid Stationary Secondary Cells  - 2V/200 AH,Procure Immediately,523374.6,Active,Operational,523374.6,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508002210705,"Earthing arrangements(Copper bonded steel rod17.2mm*3 Mtr),Compound in 10 KG BAGS -3 Nos f....",Retain,134474.61,Active,Operational,134474.61,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508200010447,MAINTENANCE FREE special Earthing arrangement ( Earthing arrangements(Copper bonded stee....,Retain,18572.64,Active,Operational,18572.64,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508200010496,special Earthing arrangement ( MAINTENANCE FREE)1) Copper bonded rod 3 Mtr long 17.2mm Di....,Retain,1124740.4,Active,Operational,1124740.4,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508200010514,Special Earthing arrangement ( Earthing arrangements(Copper bonded steel rod 17.2mm*3 Mtr....,Retain,421777.65,Active,Operational,421777.65,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508200010563,MAINTENANCE FREE special Earthing arrangement (Earthing arrangements (Copper bonded stee....,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508310480768,VRLA Battery 12V 28 AH,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508503570810,ELD (Earth Leakage Detector)-8 Channel,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508503570822,ELD (Earth Leakage Detector)-12 Channel,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
508503571966,Earth Leakage Detector (ELD) 12 channels,Retain,301683.46,Active,Operational,301683.46,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000130018,Isolation Transformer,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000347883,Storage Lead Acid Battery 12V/65 AH,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000348553,CELL Secondary 2V/300AH,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509000501938,DATALOGGER External Modem For T networking,Dispose,11991.0,Dead Stock,Operational,11991.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
50901126,Lead Acid Batteries  - 4V/12 AH,Procure Immediately,0.0,,Strategic,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509040800606,PULLY BLOCK-4,Dispose,250.0,Dead Stock,Operational,250.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
509041003659,Solar Panel 12V 35W,Dispose,57744.0,Dead Stock,Operational,57744.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
520500472512,Mobile phone with charger and accessories,Retain,687914.0,Active,Operational,687914.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
521500430050,Central server(rack model )with intel Xeol Silver 4309Y Processor or equivalent or bette....,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
52156576/56500452,Battery charger 230V AC 110V DC 30A,Procure Immediately,417130.0,,Strategic,417130.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
52156618,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LAT....,Retain,75000.0,Active,Operational,75000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
52156618/56509935,Battery charger 230V  AC/24V DC-20A,Procure Immediately,0.0,,Strategic,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522001010016,LAMP 110/25W/3 PIN,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522001380040,GRS BOX FULL SIZE,Retain,389064.0,Active,Operational,389064.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522001380180,GRS BOX (Half size),Retain,197135.0,Active,Operational,197135.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522003030079,EOLB COMPLETE SET,Retain,3199588.0,Active,Operational,3199588.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522003170126,PBT TERMINAL 60MM,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522004290164,Spare cards FOR MSDAC.,Retain,254152.18,Active,Operational,254152.18,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
522004880071,MINI IPS,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800219048,Storage Battery  12V 80AH,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800230019,SEAL BRASS (5/8),Dispose,250.0,Dead Stock,Operational,250.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539800290016,Aluminium folding ladder (6'),Dispose,2000.0,Dead Stock,Operational,2000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802223183,Dynamic Hand Set For Double line Block instrument,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539802990017,DIGITAL INSULATION TESTER(100v),Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539803231771,LOCK GODREJ NAVTAL PAD  85MM WITH KEY,Dispose,400.0,Dead Stock,Operational,400.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539803365994,LIGHTNING ARRESTER OF CLASS A FOR BUILDING PROTECTION. (NS-1),Retain,2520000.0,Active,Operational,2520000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539803366007,"Elevation pole/mast of 5m length, for lightning protection. (NS-4)",Retain,336000.0,Active,Operational,336000.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539804080016,CT Box 20 Pair,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805041006,Crank Handle FOR POINT MACHINE,Dispose,7500.0,Dead Stock,Operational,7500.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805240015,B21. Data logger of 1024 digital and 32 analog input.,Dispose,0.0,Dead Stock,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805675937,Earth leakage detector (ELD)-8 Channels,Retain,664554.36,Active,Operational,664554.36,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805714839,Route indicator Junction type 2 way FRP,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805736227,Junction type route indicator 1 way FRP,Retain,38305.18,Active,Operational,38305.18,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805736239,Junction type route indicator 3 way FRP,Retain,25526.95,Active,Operational,25526.95,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805736240,Junction type route indicator 4 Way FRP,Retain,0.0,Active,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805771008,Shunt signal Position light unit with post.,Retain,611097.16,Active,Operational,611097.16,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
539805863432,RCC Pipe/ split pipe  150mm with coller 2 Mtr length,Rationalize,0.0,Slow Moving,Operational,0.0,Railway_Operations,MAS,Chennai,,2026-03-31,12.5.0
