PL_Code,Description,Criticality,Inventory_Status,Movement_Status,Inventory_Action,Inventory_Value,Source_Universe
301001320132,ELECTRONIC PUSH BUTTON TELEPHONE WITH CALLER ID AND SPEAKER,,,Dead Stock,Dispose,31500.0,Operational
396800140020,BATTERY 12V 42AH .,,,Dead Stock,Dispose,0.0,Operational
40070359,Wire coil 3/0 75 mm,S4,Procurement Required,,Monitor,0.0,Strategic
409005470025,FIBER RACEWAY,,,Dead Stock,Dispose,20000.0,Operational
40981381,Wire coil PVC 16/0.2 mm,S3,Procurement Required,,Monitor,0.0,Strategic
41095066,PVC Insulation TAPE (Mtrs),S4,Procurement Required,Active,Retain,4902.55,Operational
430800071030,CASE INNER METAL 20T,,,Unknown,Monitor,200000.0,Operational
430800071042,CASE INNER METAL 5T JOINT,,,Unknown,Monitor,179200.0,Operational
45174404/45174416,Hydro meter complete set,S3,Procurement Required,,Monitor,74690.72,Strategic
47200054/47200250,Transformer 230/110V  - 1 KVA,S3,Procurement Required,,Monitor,13095.64,Strategic
500101070025,"5.25 Full Range, Wooden Wall Mount Compact Cost effective Speaker; JBL Model #CS-IWS05W",,,Active,Retain,72000.0,Operational
500101140210,TV 55 INCH High Resolution Large Video Display units suitable for 24X7 working along with ....,,,Dead Stock,Dispose,0.0,Operational
500103311305,Sch B-25 cable tray (300mm width x50mm depth x1.6mm thick sizeperforated Hot dipped Galva....,,,Active,Retain,1435000.0,Operational
500103311482,Sch B-46 cable tray (150mm width x 60mm depth x 1.6mm thick size) perforated Hot dipped Ga....,,,Active,Retain,382500.0,Operational
500500340048,VIDEO HANDHELD CAMCORDER,,,Dead Stock,Dispose,0.0,Operational
500501490650,"SCH B-20 Standard Rack 19 size, 9URACK (LEGRAND) size height wall mounting type front glas....",,,Active,Retain,203526.4,Operational
500502510050,POWER BANK,,,Active,Retain,13995.0,Operational
500600111902,"DLP U PVC trunking of size 80 mmx50mm base, 1x 65 mm top flexible cover",,,Active,Retain,343000.0,Operational
500600571445,6 PIN EMERGENCY SOCKET,,,Dead Stock,Dispose,0.0,Operational
500601240060,TRANSMITTER INSET,,,Active,Retain,15000.0,Operational
501000013450,CONTROL EQUIPMENT HQ,,,Dead Stock,Dispose,17995.0,Operational
501000014155,True color Indoor Video Display (IVD) with its mechanical structure of Pixel Resolution (W....,,,Active,Retain,4600000.0,Operational
501000103553,WEBFIL MUX 64 KBPS G703 DATA CARD,,,Unknown,Monitor,65342.0,Operational
501000264214,GI PIPE 50MM DIAMETER,,,Dead Stock,Dispose,0.0,Operational
501000264226,GI PIPE 100 MM DIAMETER,,,Slow Moving,Rationalize,0.0,Operational
501000267963,GI PIPE 40 MM DIAMETER,,,Dead Stock,Dispose,0.0,Operational
501000424023,UTP CAT6 CABLE FOR IMPROVEMENT WORK TO NGO OFFICE COMPLEX,,,Dead Stock,Dispose,0.0,Operational
501000425167,STP (Shielded Twisted Pair) CAT6 cable (4 pair) compliant with EIA/TIA568-B.2- 1 standard,,,Active,Retain,183048.44,Operational
501024510020,WEBFIL 2W/4W E&M INTERFACE CARD (4 CIRCUITS PER CARD),,,Active,Retain,181360.1,Operational
501024520024,WEBFIL NIM CARDS,,,Active,Retain,381715.84,Operational
501025160027,WEBFIL POWER SUPPLY UNIT-PSU CARD,,,Active,Retain,0.0,Operational
501025180026,WEBFIL TRIBUTARY INTERFACE-TRIB CARD,,,Active,Retain,0.0,Operational
501027170097,NEC WHITE 24 BUTTON DT 530 PHONE DTK-24D-1P(WH) TEL # BE118999,,,Dead Stock,Dispose,0.0,Operational
501027170127,OPEN STAGE 15T DIGITAL PHONE (DKT) SUITABLE FOR SIEMENS HiPath 4000 EXCHANGEMAKE: UNIFY,,,Dead Stock,Dispose,0.0,Operational
501027710020,PUNCOM POWER SUPPLY - PSU CARD,,,Slow Moving,Rationalize,0.0,Operational
501027730029,PUNCOM LPC CARD,,,Active,Retain,0.0,Operational
501027960084,VMS-Video Management server/VAS-Video Analytics Server/ FRS-Video Face Recognition ServerF....,,,Slow Moving,Rationalize,0.0,Operational
501027960102,Video Management System  (VMS )and Video Recording software (per camera basis) for the ser....,,,Slow Moving,Rationalize,2422944.0,Operational
501027960230,Servers to work as IP-PBX from 48 to 500 subscribers for RBMS work,,,Active,Retain,0.0,Operational
501300041644,OFC PATCH CHORD LC-SC/SC-SC 5 MTRS LENGTH,,,Active,Retain,264500.0,Operational
501300043185,SCH B-23 Single Mode duplex OFC Patch Cord (length-5m) (LC-SC/SC-SC/LC-LC) for CCTV Camer....,,,Active,Retain,89208.0,Operational
501300520510,CONTROL TELEPHONE 8 WAY LINE CORD,,,Dead Stock,Dispose,0.0,Operational
50132453,Telephone card 3 Way 1.5m long,S3,Procurement Required,,Monitor,0.0,Strategic
50132600,Telephone card 3 Way 1.5m long,S4,Procurement Required,Active,Retain,34295.5,Operational
501500320073,50 pair DP Box,,,Dead Stock,Dispose,0.0,Operational
501800084620,Column speaker with line matching transformer Ahuja ASC 320T,,,Active,Retain,0.0,Operational
501800084632,"Microphone with cord, connector and stand and all other accessaries Ahuja PRO+3200",,,Active,Retain,0.0,Operational
501800084863,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050,,,Dead Stock,Dispose,315000.0,Operational
501800085636,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050 FOR SURYA ELECTRO....,,,Slow Moving,Rationalize,168182.52,Operational
501800085650,Weather-resistant hemispherical boundary layer microphone AKG#2815Z00050 for  R RAMA CHAND....,,,Slow Moving,Rationalize,252273.78,Operational
501800092290,MICROPHONE AHUJA AUD 100XLR,,,Dead Stock,Dispose,0.0,Operational
501800242845,30 Watt Paging Horn Speaker Model no JBL CCS- H30,,,Dead Stock,Dispose,288000.0,Operational
501800242869,30 Watt Paging Horn Speaker Model no JBL CCS- H30,,,Slow Moving,Rationalize,1000000.0,Operational
501800242936,30 Watt Paging Horn Speaker Model no JBL CCS- H30 FOR SS RAIL WORK AT JTJ STN,,,Slow Moving,Rationalize,477548.4,Operational
501800242997,30 Watt Paging Horn Speaker Model no JBL CCS- H30 for SURYA ELECTRONICS IPIS WORK AT GI ....,,,Slow Moving,Rationalize,397957.0,Operational
501800243000,30 Watt Paging Horn Speaker Model no JBL CCS- H30 for for  R RAMA CHANDRA REDDY-KADAPA I....,,,Slow Moving,Rationalize,437752.7,Operational
501800243291,"30 Watt Paging Horn Speaker Model no JBL CCS- H30 FOR SS RAIL WORK AT PER,ABU,TRL STN",,,Slow Moving,Rationalize,891423.68,Operational
501800331830,ROSETTE SINGLE WAY,,,Dead Stock,Dispose,0.0,Operational
501800331842,ROSETTE 2 WAY,,,Slow Moving,Rationalize,0.0,Operational
501800472632,High power public address amplifier Ahuja APA 480,,,Active,Retain,0.0,Operational
501801000043,Paging microphone Ahuja ACM 96,,,Active,Retain,0.0,Operational
501801220031,AMPLIFIER 350W Public Address (PA)  AHUJA SSA 350,,,Active,Retain,0.0,Operational
501802180077,Counter communication system Ahuja CCS 2300,,,Active,Retain,0.0,Operational
501802180089,Counter communication system Ahuja CCS 2300,,,Dead Stock,Dispose,48000.0,Operational
501802180107,SCH B-24 Counter Communication System Ahuja CCS 2300 for R RAMA CHANDRA REDDY-KADAPA IPIS ....,,,Active,Retain,25000.0,Operational
501802580020,Counter Communication System Ahuja CCS 2300,,,Dead Stock,Dispose,48000.0,Operational
501802840028,Special purpose speaker Ahuja OCX 666T,,,Active,Retain,0.0,Operational
501803720020,BOOSTER TV,,,Dead Stock,Dispose,26000.0,Operational
501805440141,Wall speaker Ahuja PS 300 TM,,,Active,Retain,0.0,Operational
501806660197,GPS double faced platform clock with GPS synchronization as per RDSO Specification.,,,Dead Stock,Dispose,0.0,Operational
501806990069,5.25 two way 10 W wall mount speaker JBL CONTROL 25AV,,,Slow Moving,Rationalize,330000.0,Operational
501900030062,WALKIE TALKIE CHARGER FOR KENWOOD,,,Dead Stock,Dispose,0.0,Operational
50210014,Emergency Socket Box,S3,Procurement Required,Active,Retain,208046.0,Operational
502200010089,MDCH/PDCH CONTROL CARD,,,Dead Stock,Dispose,0.0,Operational
502200280020,AUTO EXCHANGE INTERFACE EQUIPMENT,,,Unknown,Monitor,18558.0,Operational
502200620700,SCH B5-11 Single line Double face Train Arrival/Departure display board (SLDB) as per RDSO....,,,Unknown,Monitor,0.0,Operational
502200630160,True color Indoor Video Display (IVD) with its mechanical structure of Pixel Resolution (W....,,,Dead Stock,Dispose,8800000.0,Operational
50231832/50231881,Telephone Electronic Push Button,S3,Sufficient,,Monitor,540504.9,Strategic
50231881,ELECTRONIC PUSH BUTTON TELEPHONE (EPBT) CONFIRMING TO TEC SPECN G.R NO: GR/TEL-02/04 SEP02....,,,Active,Retain,34983.0,Operational
50231959,Telephone Electronic Push Button   main - Extn .1+1,S3,Sufficient,Active,Retain,36305.1,Operational
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/9....,,,Active,Retain,0.0,Operational
502323201614,MAIN AND EXTENSION  TELEPHONE (1+1 PHONE),,,Active,Retain,0.0,Operational
50232356/50232319,Magneto telephone,S2,Procurement Required,,Procure Immediately,598135.2,Strategic
502355280027,MANAGEABLE AGGREGATION  SWITCHES 24 PORT NETWORK SWITCH,,,Slow Moving,Rationalize,0.0,Operational
502355280052,Manageable Aggregation switches consisting minimum 24 x GE SFP based ports and minimum 4 n....,,,Active,Retain,497616.0,Operational
502355280088,SCH-B- 11 manageable Aggregation switches (RL TECH RGS5300-28XF) consisting minimum 24 x G....,,,Active,Retain,0.0,Operational
502355360989,VOICE LOGGER SLAVE TELEPHONE,,,Slow Moving,Rationalize,0.0,Operational
502355360990,VOICE LOGGER POWER SUPPLY UNIT 24V DC,,,Slow Moving,Rationalize,0.0,Operational
502355441175,ELECTRONIC PUSH BUTTON TELEPHONE WITH CALLER ID AND SPEAKER,,,Dead Stock,Dispose,36000.0,Operational
502355990020,20 pair Krone modules housed inMS Box Powder coated with lock and Key for Utility shifting....,,,Active,Retain,74100.0,Operational
502356170035,SCH B-36 PIJF armoured underground 100pair telephone cable having 0.63 mm dia of each copp....,,,Active,Retain,397600.0,Operational
502357760028,TELEPHONE CALLER IDENTIFICATION -CID,,,Slow Moving,Rationalize,0.0,Operational
502358450035,50 pair Krone modules housed inMS Box Powder coated with lock and Key for Utility shifting....,,,Active,Retain,2546.25,Operational
503523190684,"Auto Dialling System from Emergency Socket consisting of (1) Base unit, (2) Way sideTeleph....",,,Slow Moving,Rationalize,0.0,Operational
503524320022,Line Card 4 way,,,Dead Stock,Dispose,0.0,Operational
503524530030,4 WIRE DTMF WAY STATION  EQUIPMENTS WITH CONTROL TELEPHONE,,,Dead Stock,Dispose,0.0,Operational
503525160026,CONTROL TELEPHONE 2 WIRE,,,Dead Stock,Dispose,0.0,Operational
503526680029,Cord 8 way,,,Dead Stock,Dispose,0.0,Operational
50353603,Portable 4 wire Emergency Control Telephone with six pin flat type socket,S3,Sufficient,Active,Retain,43819.83,Operational
50360693/50370110,4 wire way station control telephone RDSO/SPN IRS.TC.38/97 with latest amendment,S4,Procurement Required,,Monitor,817338.8,Strategic
50370080,4 Wire DTMP Way Station Equipment,S3,Procurement Required,Active,Retain,8525.36,Operational
50370110,4 WIRE WAY STATION CONTROL TELEPHONE SPECN.NO.IRS:TC-38/97.(Amendment No.1),,,Active,Retain,73005.95,Operational
505200020031,BELL PUSH,,,Dead Stock,Dispose,0.0,Operational
50540324,Lead Acid Stationary Secondary Cells  - 2V/80 AH,S2,Procurement Required,,Procure Immediately,14847078.4,Strategic
50541523,Lead Acid Stationary Secondary Cells  - 2V/120 AH,S2,Procurement Required,,Procure Immediately,1592263.68,Strategic
50550081,Lead Acid Stationary Secondary Cells  - 2V/200 AH,S2,Procurement Required,,Procure Immediately,9755776.0,Strategic
505600050154,TRANSMISSION MEASURING SET / TMS Kit,,,Dead Stock,Dispose,0.0,Operational
505600260124,DIGITAL EARTH TESTER,,,Dead Stock,Dispose,0.0,Operational
508102260044,SCH A-09 multipin power socket with switch 5A/15A (6 nos) wired with 2.5 Sq.mm copper mult....,,,Active,Retain,0.0,Operational
508310190031,BATTERY BANK VRLA 48V/120AH,,,Slow Moving,Rationalize,0.0,Operational
508311040065,BATTERY CHARGER WALKIE TALKIE TID V-30,,,Dead Stock,Dispose,0.0,Operational
508311720090,"SCH B-17 Manageable Layer-2 Switches consisting of 24 x 10/100/1000 BASE-T PoE ports, 4 x ....",,,Active,Retain,1276700.0,Operational
508312590024,BATTERY M/F 24V/7AH CHARGER,,,Slow Moving,Rationalize,0.0,Operational
508313220095,SMPS BASED BATTERY CHARGER 48V/ 50AMP with 03 nos of 25 AMP SMR modules,,,Slow Moving,Rationalize,0.0,Operational
508313320053,SMPS Battery CHARGER 48V/25AMP(1+1),,,Slow Moving,Rationalize,0.0,Operational
508313550058,SCH B-13 UPS 1 KVA online (minimum 1600 VAH battery) (single phase) with 1 hrs Backup time....,,,Active,Retain,515424.0,Operational
508500260020,DIGITAL EARTH TESTER,,,Dead Stock,Dispose,0.0,Operational
508501360022,DIGITAL EARTH TESTER,,,Dead Stock,Dispose,0.0,Operational
509000146221,PUNCOM SUBSCRIBER INTERFACE CARD / FXS Card,,,Active,Retain,372161.02,Operational
509000146233,PUNCOM EXCHANGE INTERFACE/ FXO Card,,,Active,Retain,550470.0,Operational
509000150169,Status card with suitable connectors for GPS Clock as per RDSO Specification RDSO/SPN/TC/6....,,,Active,Retain,131988.29,Operational
