PL_Code,Description,Movement_Status,Inventory_Aging_Class,Inventory_Value,Operational_ABC,Source_Universe
861600970019,RELAY MODULE ADDRESSABLE RE -717 MR,Slow Moving,Slow Moving,62900.0,C,Operational
861600980013,VISUAL STROBE AUDIO VISUAL ALARM,Slow Moving,Very Slow Moving,28000.0,C,Operational
861600990018,CONTROL MODULE ADDRESSABLE RE-717 MC,Dead Stock,Dead Stock,220000.0,C,Operational
861600990018,CONTROL MODULE ADDRESSABLE RE-717 MC,Dead Stock,Dead Stock,220000.0,C,Operational
861600990018,CONTROL MODULE ADDRESSABLE RE-717 MC,Dead Stock,Dead Stock,220000.0,C,Operational
860100800011,Aspiration type smoke detector,Slow Moving,Very Slow Moving,0.0,C,Operational
861601000014,MONITOR MODULE ADDRESSABLE RE- 717 MM,Slow Moving,Very Slow Moving,0.0,C,Operational
861601000014,MONITOR MODULE ADDRESSABLE RE- 717 MM,Slow Moving,Very Slow Moving,0.0,C,Operational
861601000014,MONITOR MODULE ADDRESSABLE RE- 717 MM,Slow Moving,Very Slow Moving,0.0,C,Operational
539810800015,CPVC PIPE 25MM DIA ( 3 Mts LONG ),Dead Stock,Dead Stock,0.0,C,Operational
508312340019,BATTERY 12V/7AH,Slow Moving,Slow Moving,0.0,C,Operational
861600910011,ISOLATOR BASE DETECTOR BASE,Dead Stock,Dead Stock,0.0,C,Operational
861601010019,TCP/IP MODULE ETHERNET MODULE RE-517 ME,Slow Moving,Very Slow Moving,3000.0,C,Operational
861601010019,TCP/IP MODULE ETHERNET MODULE RE-517 ME,Slow Moving,Very Slow Moving,3000.0,C,Operational
725800130019,DIGITAL MULTIMETER,Slow Moving,Very Slow Moving,0.0,C,Operational
527900251898,Supply of Network status monitoring software,Slow Moving,Slow Moving,2000.0,C,Operational
861601030018,FIRE SURVIVAL ARMOURED CABLE,Dead Stock,Dead Stock,22770.0,C,Operational
902500310010,Revolving Chair,Dead Stock,Dead Stock,0.0,C,Operational
902500310010,Revolving Chair,Dead Stock,Dead Stock,0.0,C,Operational
439000010383,WOODEN TABLE SMALL TEAPOY,Dead Stock,Dead Stock,0.0,C,Operational
539849010015,External Leased Line Modem,Slow Moving,Very Slow Moving,127440.0,C,Operational
569002650017,DATALOGGER GSM/GPRS MODEM &ADAPTOR CARD 4G,Dead Stock,Dead Stock,0.0,C,Operational
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. R....,Active,Active,0.0,C,Operational
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. R....,Active,Active,0.0,B,Operational
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. R....,Active,Active,0.0,C,Operational
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. R....,Active,Active,0.0,C,Operational
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. R....,Active,Active,0.0,C,Operational
56987092,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBL....,Dead Stock,Dead Stock,0.0,C,Operational
561501060058,Secondary Cells 2V-300AH  Un Charged,Dead Stock,Dead Stock,0.0,C,Operational
561501060058,Secondary Cells 2V-300AH  Un Charged,Dead Stock,Dead Stock,0.0,C,Operational
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COM....,Active,Active,0.0,C,Operational
