PL_Code,Description,Movement_Status,Inventory_Aging_Class,Inventory_Value,Operational_ABC,Source_Universe
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) &....",Active,Active,639450.0,C,Operational
539807250012,RELAY QBCA1 2F(HD)/4B,Dead Stock,Dead Stock,0.0,C,Operational
539807260017,Relay QNA1K 6F-6B (1000 Ohms),Dead Stock,Dead Stock,0.0,C,Operational
539807270011,Relay AC LED ECR QECX61 ( 4F/4B ),Active,Monitor,0.0,C,Operational
56160112,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Dead Stock,Dead Stock,0.0,C,Operational
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Dead Stock,Dead Stock,0.0,C,Operational
45174404,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FR....,Dead Stock,Dead Stock,0.0,C,Operational
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FRO....,Active,Monitor,926.21,C,Operational
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF....,Active,Active,267725.47,B,Operational
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF....,Active,Active,267725.47,A,Operational
50541523,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V /120 AH   TO SPECIFICATION.IRS:S-8....,Slow Moving,Slow Moving,2280080.58,A,Operational
50541523,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V /120 AH   TO SPECIFICATION.IRS:S-8....,Slow Moving,Slow Moving,2280080.58,B,Operational
50550081,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/ 200AH CAPACITY  AT 10 HRS. RATE O....,Slow Moving,Slow Moving,0.0,C,Operational
50550081,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/ 200AH CAPACITY  AT 10 HRS. RATE O....,Slow Moving,Slow Moving,0.0,A,Operational
561195700010,Arrow Plate for Signal,Dead Stock,Dead Stock,2210.0,C,Operational
549005860011,Block Collars,Active,Active,1200.0,C,Operational
56468039,"RED aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible w....",Active,Monitor,2341985.42,A,Operational
56468039,"RED aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible w....",Active,Monitor,2341985.42,C,Operational
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatibl....",Active,Monitor,1320824.06,A,Operational
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatibl....",Active,Monitor,1320824.06,A,Operational
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible ....",Active,Monitor,2268487.12,A,Operational
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible ....",Active,Monitor,2268487.12,B,Operational
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBL....,Active,Monitor,0.0,C,Operational
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBL....,Active,Monitor,0.0,A,Operational
56468064,CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPA....,Slow Moving,Slow Moving,0.0,C,Operational
56468064,CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPA....,Slow Moving,Slow Moving,0.0,C,Operational
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. R....,Active,Monitor,0.0,C,Operational
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. R....,Active,Monitor,0.0,B,Operational
560402940010,SCC-1 Card (710A) Digital Axle Counter spares,Dead Stock,Dead Stock,153400.0,C,Operational
560402950014,SCC-2 Card (710A) Digital Axle Counter spares,Dead Stock,Dead Stock,153400.0,C,Operational
560402960019,Relay Drive Card ( CEL Make ) Digital Axle Counter spares,Dead Stock,Dead Stock,184080.0,C,Operational
560402970013,Reset Box ( CEL Make ),Dead Stock,Dead Stock,0.0,C,Operational
47200054,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262....,Dead Stock,Dead Stock,0.0,C,Operational
560601990012,ISOLATION TRANSFORMER 110V/110V/50VA,Dead Stock,Dead Stock,0.0,C,Operational
565100010052,Isolation Transformer for LED Signal 110v/110v 50 VA,Dead Stock,Dead Stock,0.0,C,Operational
40981381,WIRE Coil PVC COPPER 16/.2MM  Copper/ATC Copper Multi Stand,Active,Active,3775.95,C,Operational
560608500014,Choke B Type,Slow Moving,Slow Moving,0.0,C,Operational
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Active,Active,92766.6,C,Operational
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",Active,Active,92766.6,C,Operational
562100250017,SM's Slide 2 Way,Active,Monitor,0.0,C,Operational
539807340013,"Track Feed Resistance ( 0-30 Ohms)Tapping at 2,4,8,16 Ohms",Slow Moving,Slow Moving,0.0,C,Operational
539807350018,Track Feed Battery Charger 110V/10AMPS,Dead Stock,Dead Stock,0.0,C,Operational
539812600017,MAINTAINER HEAD LAMP,Active,Active,21608.0,C,Operational
56060002,"NYLON INSULATED RAILJOINT 52 KG TO SPECIFICATION IRS: S-40/84, DRAWING NO.SA-22101 (ALT-6)....",Active,Monitor,57200.0,C,Operational
565099930018,Rod Joint Insulation For LC Whether,Slow Moving,Slow Moving,2325.0,C,Operational
565198330017,INVERTER 24VDC/110VAC/500VA,Dead Stock,Dead Stock,0.0,C,Operational
564680680045,CLS unit 3 Aspect ( MILD STEEL ),Dead Stock,Dead Stock,0.0,C,Operational
564700020010,Calling On Aspect  Unit ( HOOD ASSEMBLY ),Dead Stock,Dead Stock,0.0,C,Operational
539820960015,Annunciator 8 Way,Slow Moving,Slow Moving,0.0,C,Operational
565010000010,Rail Joint Insulation 60 KG (RJ ),Active,Monitor,45878.4,C,Operational
565010000010,Rail Joint Insulation 60 KG (RJ ),Active,Monitor,45878.4,C,Operational
565010000010,Rail Joint Insulation 60 KG (RJ ),Active,Monitor,45878.4,C,Operational
565010000010,Rail Joint Insulation 60 KG (RJ ),Active,Monitor,45878.4,C,Operational
565010000010,Rail Joint Insulation 60 KG (RJ ),Active,Monitor,45878.4,C,Operational
567900830011,Solar Panel 12V/35Watts,Active,Monitor,0.0,C,Operational
539807370017,Road Warning LED RED ( RWS ),Active,Active,0.0,C,Operational
539807380011,Road Warning LED Yellow ( RWS ),Active,Monitor,0.0,C,Operational
567900840016,Road Warning Amplifier ( Digital Voice Annunciating System ),Dead Stock,Dead Stock,0.0,C,Operational
567900850010,Driver Unit With Horn  (ONE SET CONSIST OF DRIVER UNIT 2 NOS  & HORN 2 NOS),Slow Moving,Slow Moving,2240.0,C,Operational
565010000010,Electric Key Transmitter (EKT),Active,Active,22692.0,C,Operational
565010000010,Electric Key Transmitter (EKT),Active,Active,22692.0,C,Operational
565010000010,Electric Key Transmitter (EKT),Active,Active,22692.0,C,Operational
565010000010,Electric Key Transmitter (EKT),Active,Active,22692.0,C,Operational
565010000010,Electric Key Transmitter (EKT),Active,Active,22692.0,C,Operational
50232319,MAGNETIC TELEPHONE WITH ELECTRO DYNAMIC TRANDUCERS CONFIRMING TO RDSO SPECN.NO.IRS-TC-36/9....,Active,Active,0.0,C,Operational
567900870010,Panel Knob for Control Panel,Slow Moving,Slow Moving,85117.41,C,Operational
567900880014,Thumb Switch 2 Position,Slow Moving,Slow Moving,15106.74,C,Operational
567900890019,Push Switch For Panel,Active,Monitor,31771.43,C,Operational
567900900013,PPTC Fuse 2 Amps,Slow Moving,Very Slow Moving,9550.0,C,Operational
567900910018,PPTC Fuse 4 Amps,Dead Stock,Dead Stock,0.0,C,Operational
567900920012,PPTC Fuse 6 Amps,Dead Stock,Dead Stock,0.0,C,Operational
567900930017,ND Fuse 2 Amps,Active,Active,59413.0,C,Operational
567900940011,ND Fuse 4 Amps,Active,Monitor,26596.02,C,Operational
56502540,ND Fuse 6Amps capacity,Active,Monitor,21074.7,C,Operational
56502540,ND Fuse 6Amps capacity,Active,Monitor,21074.7,C,Operational
56502606,ND FUSE 10Amps capacity,Active,Monitor,7586.2,C,Operational
56502576,ND FUSE 16Amps capacity,Active,Monitor,26822.95,C,Operational
539807450013,Transmitter Insert,Dead Stock,Dead Stock,700.0,C,Operational
539807460018,Dot Matrix printer,Dead Stock,Dead Stock,24303.0,C,Operational
56301571,ROTARY TYPE  IRS  POINT MACHINE110V 143MM,Dead Stock,Dead Stock,0.0,C,Operational
56301571,ROTARY TYPE  IRS  POINT MACHINE110V 143MM,Dead Stock,Dead Stock,0.0,C,Operational
563045890010,Tool Kit For IRS Point Machine,Dead Stock,Dead Stock,0.0,C,Operational
563045900014,Point CT Box ( Iron ),Active,Active,30586.0,C,Operational
539807470012,IRS POINT MACHINE 143MM IP-67/400V ACI.,Active,Active,0.0,C,Operational
561300880010,S/L Token less B/I Transmitter (TX-1800HZ ),Slow Moving,Slow Moving,0.0,C,Operational
561300890015,S/L Token less B/I Transmitter (TX-2700HZ ),Dead Stock,Dead Stock,0.0,C,Operational
561300900010,S/L Token less B/I Receiver (RX-1800HZ ),Slow Moving,Slow Moving,0.0,C,Operational
561300910014,S/L Token less B/I Receiver (RX-2700HZ ),Dead Stock,Dead Stock,0.0,C,Operational
539807480017,Train Shunt Meter,Active,Monitor,18711.0,C,Operational
567900950016,FRB Hood 3 Aspect.,Active,Active,0.0,C,Operational
561300920019,UFSBI Block Instruments,Dead Stock,Dead Stock,0.0,C,Operational
539807490011,Measuring Tape 5 Mts Long,Slow Moving,Slow Moving,0.0,C,Operational
539807500016,Hacksaw Frame 300MM,Slow Moving,Slow Moving,0.0,C,Operational
539807510010,Long Nose Plier 6 inch,Slow Moving,Slow Moving,0.0,C,Operational
539807520015,Cutting Plier 8 Inch,Slow Moving,Slow Moving,0.0,C,Operational
567900960010,Adjustable Wrench 8 Inch,Slow Moving,Slow Moving,0.0,C,Operational
539807530010,Infrared Handheld Thermo Meter ( FLUKE ),Slow Moving,Slow Moving,0.0,C,Operational
539807540014,Megger MC 941 ( analog Insulation Tester ),Slow Moving,Very Slow Moving,0.0,C,Operational
539807550019,Digital Multi Meter Rish-15S,Dead Stock,Dead Stock,0.0,C,Operational
539807560013,SPT ( Signal Post Telephone 24VDC ),Slow Moving,Slow Moving,0.0,C,Operational
539807570018,Insulation test Megger (Yokins) Handle Type,Active,Active,0.0,C,Operational
567910050014,ANNOUNCIATOR 10 WAY,Slow Moving,Slow Moving,0.0,C,Operational
567910060019,Electrical Signalling equipments  ANNOUNCIATOR 6 WAY,Slow Moving,Slow Moving,0.0,C,Operational
549007500010,Fit & Forget Bond Wire 1.5 Mts Long Continuity bond wire.,Dead Stock,Dead Stock,0.0,C,Operational
549007510015,Fit & Forget Lead Wire 2 Mts Long.,Active,Monitor,0.0,C,Operational
553000160017,L Bracket Insulation Set,Slow Moving,Slow Moving,6892.83,C,Operational
563045820018,"D Bracket Insulation Set for IRS Point machine ( 1 RH Plate, 1 LH Plate, Bush-S-23199-04 n....",Slow Moving,Slow Moving,167413.01,C,Operational
563045830012,"Stretcher Bar Insulation Set for IRS Point machine ( Plate-T 10367, 01 no, Bush-T-10368-02....",Active,Monitor,649.0,C,Operational
563045840080,"Gauge Tie Plate Insulation Complete Set ( Plate-T--10371= 1 no, Bush-T-10368=03 Nos and Wa....",Active,Active,117705.0,C,Operational
563047080014,POINT MACHINE For Thick Web Switch (TWS) 220MM,Dead Stock,Dead Stock,0.0,C,Operational
563047080014,POINT MACHINE For Thick Web Switch (TWS) 220MM,Dead Stock,Dead Stock,0.0,C,Operational
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,Dead Stock,Dead Stock,0.0,C,Operational
545401070025,FIT & FORGET LEAD WIRE ( 3 METER LONG ),Active,Monitor,0.0,C,Operational
56160100,Battery Charger 230V  AC /24V DC 40 amps. to RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or l....,Slow Moving,Very Slow Moving,0.0,C,Operational
56160010,Battery Charger 230V/24V/30 Amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Slow Moving,Very Slow Moving,0.0,C,Operational
56160010,Battery Charger 230V/24V/30 Amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or lates....,Slow Moving,Very Slow Moving,0.0,C,Operational
56500452,BATTERY CHARGER 230V / 110V / 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST....,Active,Active,0.0,C,Operational
56500452,BATTERY CHARGER 230V / 110V / 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST....,Active,Active,0.0,C,Operational
430371710010,MULTI METER ( FLUKE),Slow Moving,Slow Moving,0.0,C,Operational
721434780012,TORQUE WRENCH (TW100R),Dead Stock,Dead Stock,3500.0,C,Operational
721434790017,DOUBLE END SPANNER ( SPANNER RING & OPEN END SIZE-24X26) & 32SOCKET WITH HANDLE ( EACH ONE....,Dead Stock,Dead Stock,2000.0,C,Operational
721434800011,DOUBLE END SPANNER ( SPANNER RING & OPEN END SIZE-18X19) EACH ONE NUMBER,Dead Stock,Dead Stock,1400.0,C,Operational
721804330019,SCREW DRIVER (TAPARIA) different types and sizes insulated or otherwise.,Dead Stock,Dead Stock,300.0,C,Operational
560408560015,HASSDAC TRACK MARKING JIG & DUMMY WHEEL,Dead Stock,Dead Stock,0.0,C,Operational
560408570010,TRAIN SIMULATOR FOR HASSDAC( GG TRONICS ),Dead Stock,Dead Stock,44000.0,C,Operational
570123700017,"FAULT ANALYZER ( EQUIPMENT  LAPTOP )WITH ALL ACCESSORIES, MAKE-HP",Dead Stock,Dead Stock,0.0,C,Operational
564600010017,MULTI LAMP ROUTE INDICATOR (LED MATRIX TYPE ),Dead Stock,Dead Stock,0.0,C,Operational
564600010017,MULTI LAMP ROUTE INDICATOR (LED MATRIX TYPE ),Dead Stock,Dead Stock,0.0,C,Operational
539803844690,SGE (B/I)BLOCK BELL EQUIPMENT 24V DC,Dead Stock,Dead Stock,73018.4,C,Operational
560800130874,High availability Single Section Digital Axle counter [HASSDAC].Make;-GG  tronics( One Set....,Slow Moving,Very Slow Moving,0.0,C,Operational
560613640013,ISOLATION TRANSFORMER 110V AC/50HZ/40VA,Slow Moving,Slow Moving,0.0,C,Operational
565100510012,ELECTRIC TRACK DRILLING MACHINE 110V/50Hz WITH MOUNTING STAND,Dead Stock,Dead Stock,0.0,C,Operational
56300013,COVER ASSEMBLY FOR IRS POINT MACHINE 143mm(Top cover),Slow Moving,Very Slow Moving,0.0,C,Operational
563046530036,Point machine Cover 143mm(Top cover),Slow Moving,Very Slow Moving,0.0,C,Operational
560610760019,ELECTROLYTIC CONDENSER 5000 MFD 50 V DC,Slow Moving,Very Slow Moving,54480.6,C,Operational
81032213,GRAPHITE POWDER GRADE-II 20% ASH CONTENT FOR USE AS FOUNDRY FACING MATERIAL TO SPECN. NO.I....,Slow Moving,Slow Moving,0.0,C,Operational
56163034,"VOLTAGE  STABILIZERS 3 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT TY....",Slow Moving,Very Slow Moving,103710.54,C,Operational
560403031454,Rx Coil 21/25KHZ-25 Mtrs cable length for G.G.TRONICS make HASSDAC,Dead Stock,Dead Stock,0.0,C,Operational
560402831839,TX Coil 21/25KHZ-25 Mtrs cable length for G.G.TRONICS make HASSDAC,Dead Stock,Dead Stock,0.0,C,Operational
560404462394,Tx Coil 21/25KHZ-15 Mtrs cable length for G.G.TRONICS make HASSDAC,Dead Stock,Dead Stock,0.0,C,Operational
560403031466,Rx Coil 21/25KHZ-15 Mtrs cable length for G.G.TRONICS make HASSDAC,Dead Stock,Dead Stock,0.0,C,Operational
56452032,RELAY QN1 12F/4B PLUG IN TYPE,Dead Stock,Dead Stock,0.0,C,Operational
567904450087,Name Plate for Thumb Switch Normal/Reverse,Slow Moving,Slow Moving,360.0,C,Operational
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR L....,Active,Monitor,0.0,C,Operational
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR L....,Active,Monitor,0.0,C,Operational
47200250,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262....,Active,Monitor,21831.88,C,Operational
47200250,TRANSFORMERS 230/110V 1 KVA TO RDSO SPECIFICATION NO.RDSO/SPECN.262/1981 AND TO DRG NO 262....,Active,Monitor,21831.88,C,Operational
567916000021,"Digital Voice Annunciation Unit (complete set) 1set consist of: Amp-1, driver unit-2 &Horn....",Active,Active,0.0,C,Operational
539851510020,Fit & Forget Bond wire 2mtr long,Active,Monitor,0.0,C,Operational
560101750036,Bell Relay 960 Ohms for Block Instrument,Slow Moving,Very Slow Moving,0.0,C,Operational
522001270040,Thumb Switch 3 Position,Slow Moving,Slow Moving,0.0,C,Operational
469056800016,BLOCK INSTRUMENT FM TYPE,Slow Moving,Very Slow Moving,0.0,C,Operational
561301001009,Filter Unit for Block Instrument,Dead Stock,Dead Stock,0.0,C,Operational
56010011,SGE BLOCK INSTRUMENT (DOUBLE LINE),Slow Moving,Slow Moving,0.0,C,Operational
561301161499,SGE D/L Block Instrument,Slow Moving,Very Slow Moving,0.0,C,Operational
539815021200,LED 5MM ASSEMBLY FOR PANEL (Various colours ),Slow Moving,Slow Moving,27250.0,C,Operational
539863180044,Annunciator 12 Way,Slow Moving,Slow Moving,0.0,C,Operational
563000014566,IRS Electrical point machine 143mm( IP-65 ) 400V ACI,Active,Monitor,0.0,C,Operational
560400131772,SVPD  FOR HASSDAC   (CEL MAKE),Slow Moving,Slow Moving,0.0,C,Operational
420501980410,"VOLTAGE  STABILIZERS 5 KVA / 230 V SINGLE PHASE, SHELF MOUNTING, STATIC, FERRO RESONANT T....",Slow Moving,Slow Moving,0.0,C,Operational
539896330109,Insulation for 220mm Point Machine Ground Connections. and One set consists of :- 1. Insul....,Active,Monitor,303325.1,B,Operational
567925360026,Insulating Components for Ground connection 143 mm,Active,Monitor,0.0,C,Operational
54252222,"E Type Lock with key (RDSO Drg no.SA-3377/M,RDSO specno.IRS:S-30/64).",Slow Moving,Slow Moving,0.0,C,Operational
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION (143mm),Dead Stock,Dead Stock,0.0,C,Operational
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION (143mm),Dead Stock,Dead Stock,0.0,C,Operational
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT....,Active,Monitor,0.0,C,Operational
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT....,Active,Monitor,0.0,C,Operational
539810450016,Point Test Gauge,Slow Moving,Slow Moving,0.0,C,Operational
549006900016,EWS Lock,Slow Moving,Slow Moving,8656.96,C,Operational
567906680011,Ladder With Plat Form & Shoe  3.6 Mts,Active,Active,90804.0,C,Operational
567906690016,Ladder With Plat Form 4.6 Mts,Slow Moving,Slow Moving,260083.6,B,Operational
567906700010,Ladder Shoe,Slow Moving,Slow Moving,1050.0,C,Operational
555400090016,CLS Unit 3 Aspect,Slow Moving,Slow Moving,0.0,C,Operational
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG....,Active,Active,94696.0,C,Operational
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG....,Active,Active,94696.0,C,Operational
90701136,GI BOND WIRE 8SWG (4mm dia),Active,Active,0.0,C,Operational
90701136,GI BOND WIRE 8SWG (4mm dia),Active,Active,0.0,C,Operational
551200060010,Tumbler Spring,Slow Moving,Very Slow Moving,5000.0,C,Operational
564700040019,Shunt Signal Position Light,Active,Active,40356.4,C,Operational
553000080010,Configuration Plate For IRS Point Machine.,Active,Active,11024.0,C,Operational
553000090015,Galvanized Ground Connection For IRS Point Machine 143MM,Active,Active,0.0,C,Operational
563047090019,Ground Connection For IRS Point Machine TWS 220 MM ( Complete set ),Dead Stock,Dead Stock,0.0,C,Operational
563047090019,Ground Connection For IRS Point Machine TWS 220 MM ( Complete set ),Dead Stock,Dead Stock,0.0,C,Operational
539895630018,TLD BOX ( FRP TYPE ),Dead Stock,Dead Stock,0.0,C,Operational
565002390048,Crank Handle for IRS Point machine 143mm,Active,Active,0.0,C,Operational
727924850024,Spring Adjusting Tool for DLBI/DIADO Block Instrument,Slow Moving,Very Slow Moving,0.0,C,Operational
929000640050,GRAPHITED GREASE GRADE-III (IS:508-2022),Slow Moving,Slow Moving,0.0,C,Operational
56300177,SLIDE COVERS FOR IRS POINT MACHINE 143MM (complete set-4nos),Slow Moving,Very Slow Moving,0.0,C,Operational
839096164620,STOP BOARD FOR EOLB  FRP TYPE FOR LC GATE & RETRO REFLECTIVE TYPE,Slow Moving,Slow Moving,38000.0,C,Operational
